obcina,leto,Employment rate,Employment rate for men,Employment rate for women
prevalje,2013,54.1,59.5,48.3
prevalje,2014,55.6,60.7,49.9
prevalje,2015,56.1,61.5,50.2
prevalje,2016,56.8,61.5,51.6
prevalje,2017,59.1,64.1,53.7
prevalje,2018,60.6,65.2,55.4
prevalje,2019,62.6,67.7,57
prevalje,2020,63.2,67.3,58.7
prevalje,2021,64.1,67.2,60.6
prevalje,2022,64.8,67.4,61.9
prevalje,2023,65,68,61.8
ptuj,2002,51,54.8,47.5
ptuj,2003,51.5,55.4,47.6
ptuj,2004,52.3,55.8,48.8
ptuj,2005,54.6,58.7,50.7
ptuj,2006,55.4,59.7,51.1
ptuj,2007,57.5,62.5,52.4
ptuj,2008,59.9,65.1,54.6
ptuj,2009,58.6,63.1,54
ptuj,2010,56.7,60.1,53.1
ptuj,2011,55.2,57.1,53.4
ptuj,2012,54.9,56.7,53.1
ptuj,2013,54.9,56.7,53.1
ptuj,2014,57.3,60,54.5
ptuj,2015,58.6,61.6,55.4
ptuj,2016,59,61.2,56.6
ptuj,2017,60.2,61.8,58.5
ptuj,2018,63.3,65.7,60.7
ptuj,2019,65.6,67.5,63.4
ptuj,2020,65.4,67.2,63.3
ptuj,2021,66.4,68.6,63.8
ptuj,2022,69.4,72,66.5
ptuj,2023,70.8,73,68.3
puconci,2002,55.8,62.2,49.7
puconci,2003,53.7,59.8,47.4
puconci,2004,54.4,60.7,47.7
puconci,2005,53.2,59.6,46.5
puconci,2006,53.8,60.5,46.6
puconci,2007,56,63.3,48.1
puconci,2008,57.4,64.6,49.6
puconci,2009,55.8,63.2,47.8
puconci,2010,52.6,59.9,44.6
puconci,2011,54.8,63,45.9
puconci,2012,51.1,56.6,45.2
puconci,2013,50.1,54.8,45.2
puconci,2014,50,56.8,42.8
puconci,2015,48.4,54.3,42.1
puconci,2016,48.9,52.4,45.2
puconci,2017,52.4,57.2,47.3
puconci,2018,55.3,59.8,50.7
puconci,2019,55.9,60.9,50.6
puconci,2020,57.4,61.4,53.1
puconci,2021,58.2,61.8,54.6
puconci,2022,60,62.6,57.3
puconci,2023,59.7,62.3,57.1
radenci,2002,53.9,57.4,50.2
radenci,2003,53.1,56.5,49.5
radenci,2004,53.4,57.1,49.6
radenci,2005,55.8,59.8,51.5
radenci,2006,57.1,61.7,52.3
radenci,2007,58.8,64.3,53
radenci,2008,60.1,65.4,54.6
radenci,2009,58,62.6,53.1
radenci,2010,55.1,59.8,50.2
radenci,2011,54.6,59.3,49.7
radenci,2012,52.4,55.9,48.8
radenci,2013,51.4,54.6,48.1
radenci,2014,51.1,55.6,46.3
radenci,2015,51.5,55,47.9
radenci,2016,52.2,54.6,49.6
radenci,2017,53.9,57.1,50.5
radenci,2018,55.8,58.5,53
radenci,2019,57.6,60,55
radenci,2020,58,60,55.9
radenci,2021,58.3,60,56.5
radenci,2022,59.5,60.2,58.7
radenci,2023,60.6,61,60.1
radeče,2002,54.2,59.9,48.2
radeče,2003,53,59.4,46.5
radeče,2004,53.7,60.1,47.2
radeče,2005,56.2,62.5,49.8
radeče,2006,56.7,63.2,50
radeče,2007,58.1,64.1,51.8
radeče,2008,60.8,66.5,54.9
radeče,2009,61.1,66.6,55.1
radeče,2010,58.1,63,52.8
radeče,2011,57.5,61.2,53.5
radeče,2012,54.8,57.4,51.9
radeče,2013,54,56.4,51.3
radeče,2014,56,59.7,52.1
radeče,2015,58.5,62.4,54.3
radeče,2016,60.2,63.8,56.3
radeče,2017,62.6,66.1,58.9
radeče,2018,65.4,69.1,61.5
radeče,2019,65.8,68.7,62.7
radeče,2020,65.8,68.5,62.8
radeče,2021,67.2,69.6,64.6
radeče,2022,69,71.6,66.4
radeče,2023,70.5,73.2,67.7
radlje ob dravi,2002,52.4,58.5,45.9
radlje ob dravi,2003,51,57.2,44.3
radlje ob dravi,2004,51.6,57.9,44.8
radlje ob dravi,2005,52.1,58.7,45
radlje ob dravi,2006,52.8,59.6,45.5
radlje ob dravi,2007,54.8,61.6,47.3
radlje ob dravi,2008,57.1,63.7,49.9
radlje ob dravi,2009,55.3,60.5,49.5
radlje ob dravi,2010,52.2,57.6,46.3
radlje ob dravi,2011,53.1,58.8,46.8
radlje ob dravi,2012,55.1,61,48.6
radlje ob dravi,2013,52.7,58.4,46.5
radlje ob dravi,2014,53.7,59.4,47.4
radlje ob dravi,2015,53.6,58.2,48.6
radlje ob dravi,2016,54.4,58.7,49.8
radlje ob dravi,2017,55.9,59.8,51.5
radlje ob dravi,2018,57.4,60.8,53.6
radlje ob dravi,2019,58.4,61.8,54.7
radlje ob dravi,2020,59.3,63.3,54.9
radlje ob dravi,2021,60.2,64,56
radlje ob dravi,2022,61.9,65.7,57.7
radlje ob dravi,2023,62.7,66.1,58.9
radovljica,2002,55.3,59.1,51.6
radovljica,2003,55,59.4,50.8
radovljica,2004,55.2,59.7,50.9
radovljica,2005,57.1,61.7,52.5
radovljica,2006,57.8,62.2,53.6
radovljica,2007,59.8,64.8,54.9
radovljica,2008,60.5,65.4,55.8
radovljica,2009,58.8,63,54.7
radovljica,2010,58.2,61.9,54.5
radovljica,2011,58,61.9,54.1
radovljica,2012,58.5,62,54.9
radovljica,2013,57.9,60.8,55
radovljica,2014,59.3,62.5,56.1
radovljica,2015,60.7,63.6,57.7
radovljica,2016,62.8,65.2,60.4
radovljica,2017,65.7,67.9,63.5
radovljica,2018,67.9,69.9,66
radovljica,2019,69.1,71.2,67
radovljica,2020,67.5,69.1,65.8
radovljica,2021,68.9,70.6,67.1
radovljica,2022,70.1,72.1,68.1
radovljica,2023,70.6,72.4,68.7
ravne na koroškem,2002,55.1,57.6,52.3
ravne na koroškem,2003,52.6,55.5,49.7
ravne na koroškem,2004,53.2,56.4,49.9
ravne na koroškem,2005,56.3,59.9,52.4
ravne na koroškem,2006,56.3,60.8,51.6
ravne na koroškem,2007,57.8,62.5,52.9
ravne na koroškem,2008,59.7,63.9,55.2
ravne na koroškem,2009,58.5,62.9,53.8
ravne na koroškem,2010,55.2,59.8,50.4
ravne na koroškem,2011,55.7,61.2,49.8
ravne na koroškem,2012,55.4,60.8,49.5
ravne na koroškem,2013,54.4,60,48.3
ravne na koroškem,2014,55.4,60.8,49.7
ravne na koroškem,2015,56.6,61.3,51.5
ravne na koroškem,2016,57.3,61.5,52.7
ravne na koroškem,2017,59.3,63.3,54.9
ravne na koroškem,2018,61.5,65.8,56.9
ravne na koroškem,2019,62.5,66,58.6
ravne na koroškem,2020,62.4,65.2,59.3
ravne na koroškem,2021,64,66.6,61
ravne na koroškem,2022,65.9,68.5,63
ravne na koroškem,2023,66.2,68.2,63.9
razkrižje,2002,47.9,57.7,37.9
razkrižje,2003,48.4,57.5,38.6
razkrižje,2004,49.8,59.3,39.7
razkrižje,2005,51.1,61,40.5
razkrižje,2006,51.7,61.2,41.5
razkrižje,2007,52.5,62.5,41.9
razkrižje,2008,54.9,63.6,45.8
razkrižje,2009,53.6,62.2,44.6
razkrižje,2010,51.7,60.6,42.7
razkrižje,2011,53.6,62,44.8
razkrižje,2012,52.8,58.6,46.6
razkrižje,2013,52,58.9,44.5
razkrižje,2014,54.6,62.7,45.5
razkrižje,2015,54.5,62.9,45.1
razkrižje,2016,54.4,59.8,48.4
razkrižje,2017,56.3,61.1,51
razkrižje,2018,58.8,63.7,53.1
razkrižje,2019,60.3,64,55.9
razkrižje,2020,59.4,62.6,55.7
razkrižje,2021,61.3,64.3,57.8
razkrižje,2022,62.7,64.7,60.3
razkrižje,2023,62.7,63.6,61.7
rače - fram,2002,50.8,56.8,45.3
rače - fram,2003,51.5,57.6,45.1
rače - fram,2004,51.3,57.1,45.4
rače - fram,2005,53.2,59.3,47
rače - fram,2006,53.7,59.7,47.6
rače - fram,2007,55.9,62.4,49.2
rače - fram,2008,57.9,64,51.5
rače - fram,2009,57.3,62.5,52.1
rače - fram,2010,56.5,60.9,51.9
rače - fram,2011,55.2,59,51.3
rače - fram,2012,56.6,60.1,53
rače - fram,2013,56.1,59.5,52.7
rače - fram,2014,56.5,59.5,53.3
rače - fram,2015,57.1,60.3,53.9
rače - fram,2016,58.1,60.6,55.5
rače - fram,2017,60.6,63.5,57.6
rače - fram,2018,62.5,65.4,59.5
rače - fram,2019,63.3,64.9,61.5
rače - fram,2020,64.7,66.2,63
rače - fram,2021,65.8,67.4,64.1
rače - fram,2022,67.4,69.4,65.3
rače - fram,2023,68.1,69.3,66.9
renče - vogrsko,2002,-,-,-
renče - vogrsko,2003,-,-,-
renče - vogrsko,2004,-,-,-
renče - vogrsko,2005,-,-,-
renče - vogrsko,2006,-,-,-
renče - vogrsko,2007,57.7,61.2,53.8
renče - vogrsko,2008,60.2,63.7,56.2
renče - vogrsko,2009,60.1,64.1,55.3
renče - vogrsko,2010,57.7,60.6,54.2
renče - vogrsko,2011,56.4,58.4,54
renče - vogrsko,2012,55.9,57.6,53.9
renče - vogrsko,2013,55.3,56.6,53.8
renče - vogrsko,2014,57.7,59.5,55.6
renče - vogrsko,2015,60,62.5,57.1
renče - vogrsko,2016,61.2,63.8,58.4
renče - vogrsko,2017,63.4,66,60.6
renče - vogrsko,2018,66.4,69,63.5
renče - vogrsko,2019,67.9,70.4,65
renče - vogrsko,2020,68.2,70.2,65.9
renče - vogrsko,2021,68.9,70.5,67.1
renče - vogrsko,2022,70.2,71.4,68.9
renče - vogrsko,2023,70.6,72.4,68.6
rečica ob savinji,2002,-,-,-
rečica ob savinji,2003,-,-,-
rečica ob savinji,2004,-,-,-
rečica ob savinji,2005,-,-,-
rečica ob savinji,2006,-,-,-
rečica ob savinji,2007,60.6,66,54.9
rečica ob savinji,2008,63.2,69.2,56.7
rečica ob savinji,2009,61,67,54.4
rečica ob savinji,2010,60.4,66.7,53.5
rečica ob savinji,2011,60.9,67.5,53.8
rečica ob savinji,2012,60.2,66.8,53.1
rečica ob savinji,2013,61.9,67.7,55.4
rečica ob savinji,2014,60.8,67.8,53
rečica ob savinji,2015,61.3,68.2,53.6
rečica ob savinji,2016,62.3,68.1,55.8
rečica ob savinji,2017,65.9,70.9,60.2
rečica ob savinji,2018,68.6,76.1,59.9
rečica ob savinji,2019,69.9,76,62.5
rečica ob savinji,2020,71.4,75.7,65.9
rečica ob savinji,2021,73.8,78.6,67.6
rečica ob savinji,2022,74.5,78.6,69.1
rečica ob savinji,2023,74.2,77,70.4
ribnica,2002,56.6,62.1,50.5
ribnica,2003,56.2,61.9,50
ribnica,2004,57.1,63.4,50.4
ribnica,2005,59.6,65.9,52.8
ribnica,2006,59.9,66.2,53.1
ribnica,2007,61.1,67.8,53.9
ribnica,2008,62.2,68.1,55.7
ribnica,2009,61.5,66.2,56.3
ribnica,2010,60.1,64.1,55.6
ribnica,2011,61.4,66.2,55.9
ribnica,2012,60.4,64.9,55.4
ribnica,2013,60.1,64.4,55.1
ribnica,2014,61.3,66.6,55.3
ribnica,2015,62.8,68.7,56.1
ribnica,2016,64.2,69.8,57.9
ribnica,2017,66.8,72.7,60.1
ribnica,2018,69.7,76,62.6
ribnica,2019,70.3,76.2,63.5
ribnica,2020,70,75.3,64
ribnica,2021,71.5,77,65.4
ribnica,2022,73.1,78.7,66.7
ribnica,2023,73.3,78.4,67.6
ribnica na pohorju,2002,47.4,55.9,38.9
ribnica na pohorju,2003,48.1,57.6,37.9
ribnica na pohorju,2004,48.7,57.7,38.9
ribnica na pohorju,2005,48.7,57.9,38.6
ribnica na pohorju,2006,49.1,58.4,38.8
ribnica na pohorju,2007,51.3,59.9,41.8
ribnica na pohorju,2008,52.4,60.1,43.6
ribnica na pohorju,2009,52.6,59.2,45
ribnica na pohorju,2010,48.3,55.9,39.6
ribnica na pohorju,2011,47.9,55.7,39.3
ribnica na pohorju,2012,50,58.2,41
ribnica na pohorju,2013,49.6,56,42.5
ribnica na pohorju,2014,52.5,60.3,43.7
ribnica na pohorju,2015,53.7,60.4,46.3
ribnica na pohorju,2016,52.5,56.9,47.7
ribnica na pohorju,2017,53.9,58.1,49.3
ribnica na pohorju,2018,55.4,57.9,52.5
ribnica na pohorju,2019,56.2,58.4,53.8
ribnica na pohorju,2020,56.4,58.4,54.2
ribnica na pohorju,2021,57.7,59.3,56
ribnica na pohorju,2022,60.2,60.8,59.5
ribnica na pohorju,2023,60.7,61.4,60.1
rogatec,2002,56.3,63.8,48.8
rogatec,2003,55.7,62.3,49
rogatec,2004,55.2,61.7,48.7
rogatec,2005,56.6,64.4,48.8
rogatec,2006,56.2,64.7,47.5
rogatec,2007,58.3,66.8,49.5
rogatec,2008,59.9,67.8,51.8
rogatec,2009,58.7,66.3,50.6
rogatec,2010,58,65.9,49.3
rogatec,2011,59.7,67.8,50.9
rogatec,2012,59.9,67.6,51.6
rogatec,2013,58.8,66.3,50.8
rogatec,2014,59.5,67.9,50.3
rogatec,2015,60.8,69.9,50.9
rogatec,2016,62.1,69.5,54.1
rogatec,2017,65,72.9,56.5
rogatec,2018,68.1,76.7,58.7
rogatec,2019,69.6,77.7,60.4
rogatec,2020,65.4,73.4,56.3
rogatec,2021,66.2,74.5,56.6
rogatec,2022,70,77.9,60.5
rogatec,2023,68.6,74.1,61.9
rogaška slatina,2002,61.2,69.3,52.9
rogaška slatina,2003,59.6,67.6,51.4
rogaška slatina,2004,59.6,67.5,51.5
rogaška slatina,2005,59.9,68,51.6
rogaška slatina,2006,58.9,68,49.4
rogaška slatina,2007,61.2,70.1,51.8
rogaška slatina,2008,63.2,72,53.7
rogaška slatina,2009,61,68.2,53.1
rogaška slatina,2010,59.7,65.9,52.9
rogaška slatina,2011,61.2,67.8,54
rogaška slatina,2012,61.1,67.8,53.9
rogaška slatina,2013,60.5,66.9,53.7
rogaška slatina,2014,61.4,68.2,54
rogaška slatina,2015,61.6,67.9,54.8
rogaška slatina,2016,62.6,69,55.6
rogaška slatina,2017,64.9,71.4,57.7
rogaška slatina,2018,68.2,74.9,60.8
rogaška slatina,2019,69.5,76.5,61.8
rogaška slatina,2020,67.5,74,60.1
rogaška slatina,2021,68.2,74,61.4
rogaška slatina,2022,72.5,78.3,65.6
rogaška slatina,2023,74.1,80,67
rogašovci,2002,49,57.4,40.5
rogašovci,2003,45.4,52.6,38.1
rogašovci,2004,46.7,54.5,38.8
rogašovci,2005,41.4,48.1,34.6
rogašovci,2006,42.5,49.6,35.2
rogašovci,2007,44.7,53.2,36
rogašovci,2008,45,52.1,37.6
rogašovci,2009,44.2,50.6,37.4
rogašovci,2010,41.4,49.8,32.7
rogašovci,2011,42,48.6,35
rogašovci,2012,37.5,41.7,33
rogašovci,2013,36.4,40.4,32.2
rogašovci,2014,36.8,42.5,30.7
rogašovci,2015,35.7,41.6,29.6
rogašovci,2016,35.7,39.6,31.6
rogašovci,2017,36.9,41.9,31.6
rogašovci,2018,39.2,43,35.2
rogašovci,2019,39.2,42.3,36
rogašovci,2020,38,39,37
rogašovci,2021,38.2,38.7,37.6
rogašovci,2022,38.9,39,38.8
rogašovci,2023,39.3,39.2,39.3
ruše,2002,50,56.1,46.1
ruše,2003,51.8,56.3,46.9
ruše,2004,51.9,56.1,47.4
ruše,2005,54.3,59,49.2
ruše,2006,55.4,60.4,50.1
ruše,2007,57,62.4,51.1
ruše,2008,58,62.4,53.2
ruše,2009,55.9,59.1,52.5
ruše,2010,55.1,57.7,52.3
ruše,2011,54,57,50.7
ruše,2012,53.6,55.5,51.4
ruše,2013,53.4,54.8,51.8
ruše,2014,52.8,54.2,51.3
ruše,2015,54.5,56.2,52.7
ruše,2016,55.4,56.4,54.3
ruše,2017,58.1,59.2,57
ruše,2018,60.1,60.4,59.9
ruše,2019,60.9,60.6,61.4
ruše,2020,61.3,61.1,61.5
ruše,2021,62,62.7,61.2
ruše,2022,64.1,64.9,63.1
ruše,2023,65.6,67.1,63.8
selnica ob dravi,2002,49.4,55.5,44.6
selnica ob dravi,2003,49.7,55.1,43.9
selnica ob dravi,2004,49.6,54.9,43.9
selnica ob dravi,2005,54.4,61.5,46.8
selnica ob dravi,2006,55.3,62.7,47.5
selnica ob dravi,2007,58.1,66,49.8
selnica ob dravi,2008,59.5,67.4,51.1
selnica ob dravi,2009,58.7,65.3,51.7
selnica ob dravi,2010,55.9,60.9,50.6
selnica ob dravi,2011,55.2,60.2,49.9
selnica ob dravi,2012,54.4,58.7,49.7
selnica ob dravi,2013,54.3,57.9,50.5
selnica ob dravi,2014,55.1,59.5,50.5
selnica ob dravi,2015,55.2,59.4,50.8
selnica ob dravi,2016,54.7,58.3,50.9
selnica ob dravi,2017,56.4,59.2,53.5
selnica ob dravi,2018,58.7,60.6,56.7
selnica ob dravi,2019,60.1,61.5,58.7
selnica ob dravi,2020,61.6,62.5,60.5
selnica ob dravi,2021,61.9,62,61.7
selnica ob dravi,2022,65.1,65.7,64.4
selnica ob dravi,2023,65.5,65.7,65.2
semič,2002,60.4,64.9,55.2
semič,2003,59.2,63.6,54.6
semič,2004,60.3,64.3,56
semič,2005,60,65.3,54.3
semič,2006,59.5,64,54.6
semič,2007,60.2,65,55.1
semič,2008,60.2,65.5,54.5
semič,2009,57.6,63.7,50.9
semič,2010,56.7,61.8,51.2
semič,2011,57,63,50.5
semič,2012,59.8,67.3,51.6
semič,2013,60,66.3,53.3
semič,2014,60.7,67.9,52.8
semič,2015,60.9,66.6,54.5
semič,2016,60.3,64.8,55.2
semič,2017,64.5,71.4,56.9
semič,2018,66.4,72.4,59.8
semič,2019,66.9,72.9,60.1
semič,2020,64.9,69.9,59.1
semič,2021,66.1,70.6,60.9
semič,2022,68,71.9,63.5
semič,2023,69.2,73,64.8
sevnica,2002,56,62.1,49.5
sevnica,2003,54.2,61.1,46.8
sevnica,2004,54.7,61.6,47.3
sevnica,2005,57.4,65.3,48.9
sevnica,2006,58.2,66.4,49.3
sevnica,2007,60.4,68.4,51.5
sevnica,2008,62.6,70.8,53.4
sevnica,2009,61.8,70.4,52.1
sevnica,2010,59.7,68,50.1
sevnica,2011,59.3,66.9,50.5
sevnica,2012,59.3,67.1,50.5
sevnica,2013,58.9,65.5,51.4
sevnica,2014,59.2,66.3,50.9
sevnica,2015,60.1,66.7,52.4
sevnica,2016,60.6,66.5,53.8
sevnica,2017,63.9,70.1,56.9
sevnica,2018,66.4,72.2,59.7
sevnica,2019,67.6,72.9,61.3
sevnica,2020,66.7,70.9,61.6
sevnica,2021,67.7,72,62.7
sevnica,2022,69.3,74.1,63.8
sevnica,2023,70.6,75.2,65.3
sežana,2002,60.4,67.1,53.1
sežana,2003,60.4,67.6,52.5
sežana,2004,60.3,67.6,52.3
sežana,2005,63.3,70.3,55.6
sežana,2006,64.2,71.4,56.2
sežana,2007,65.6,74.2,55.8
sežana,2008,66.2,75.3,55.4
sežana,2009,63.7,72,54
sežana,2010,60.7,68.3,52
sežana,2011,59.3,66.5,51
sežana,2012,57.7,64,50.5
sežana,2013,55.8,61.3,49.7
sežana,2014,56.8,63,49.8
sežana,2015,57.9,64.1,51
sežana,2016,59.7,65.4,53.5
sežana,2017,62.4,68.1,56
sežana,2018,64.5,70.4,57.8
sežana,2019,65.9,71.4,59.5
sežana,2020,65.2,70.2,59.6
sežana,2021,65.4,70.3,59.8
sežana,2022,67,72,61.3
sežana,2023,69,74,63.3
slovenia,2002,56,60.9,50.9
slovenia,2003,55.4,60.4,50.2
slovenia,2004,55.7,60.7,50.5
slovenia,2005,57.8,63.3,52.2
slovenia,2006,58.5,64.2,52.6
slovenia,2007,60.5,66.6,54.1
slovenia,2008,61.9,68,55.5
slovenia,2009,60.5,66.2,54.4
slovenia,2010,58.8,64,53.2
slovenia,2011,58.1,62.8,53.1
slovenia,2012,57.4,61.6,52.8
slovenia,2013,56.5,60.4,52.4
slovenia,2014,57.2,61.6,52.6
slovenia,2015,58.2,62.4,53.7
slovenia,2016,59.6,63.3,55.6
slovenia,2017,62.1,66.2,57.9
slovenia,2018,64.5,68.4,60.3
slovenia,2019,66,69.9,61.7
slovenia,2020,65.6,69.1,61.8
slovenia,2021,66.7,70.3,62.8
slovenia,2022,68.6,72.4,64.4
slovenia,2023,69.3,73,65.2
slovenj gradec,2002,58,60.1,55.5
slovenj gradec,2003,56.2,58.6,53.8
slovenj gradec,2004,56.7,59.3,54.1
slovenj gradec,2005,59,61.9,56.1
slovenj gradec,2006,58.8,61.8,55.6
slovenj gradec,2007,60.1,63.3,56.7
slovenj gradec,2008,61.6,64.9,58.2
slovenj gradec,2009,60.2,63.6,56.7
slovenj gradec,2010,58.2,62.4,53.7
slovenj gradec,2011,58,62.9,52.8
slovenj gradec,2012,57.8,62.4,53
slovenj gradec,2013,56.7,61.6,51.5
slovenj gradec,2014,57.8,62.7,52.5
slovenj gradec,2015,58.5,63.3,53.5
slovenj gradec,2016,59.5,63.3,55.5
slovenj gradec,2017,62.3,66.4,57.9
slovenj gradec,2018,64.3,67.6,60.8
slovenj gradec,2019,65.3,68.3,62.1
slovenj gradec,2020,66.6,69.6,63.4
slovenj gradec,2021,68.3,71.8,64.6
slovenj gradec,2022,69.5,72.7,65.9
slovenj gradec,2023,70.2,73.2,66.9
slovenska bistrica,2002,53.2,60.3,46.2
slovenska bistrica,2003,52.8,59.5,45.7
slovenska bistrica,2004,53.3,60.4,45.9
slovenska bistrica,2005,55.3,63.4,47
slovenska bistrica,2006,56.4,64.2,48.2
slovenska bistrica,2007,58.7,66.5,50.6
slovenska bistrica,2008,60,67.3,52.4
slovenska bistrica,2009,59.1,65.9,52
slovenska bistrica,2010,58.1,64.9,51.1
slovenska bistrica,2011,57.5,63.2,51.6
slovenska bistrica,2012,56.3,61.7,50.7
slovenska bistrica,2013,55.6,60.5,50.5
slovenska bistrica,2014,57.1,62.7,51.3
slovenska bistrica,2015,57.8,63.4,52.2
slovenska bistrica,2016,58.8,64,53.5
slovenska bistrica,2017,61.5,66.8,56.1
slovenska bistrica,2018,64.2,69.7,58.5
slovenska bistrica,2019,65.4,71,59.6
slovenska bistrica,2020,65.5,69.6,61.1
slovenska bistrica,2021,66.9,70.9,62.7
slovenska bistrica,2022,68.6,73,63.8
slovenska bistrica,2023,69,73,64.6
slovenske konjice,2002,55.6,61.8,49.4
slovenske konjice,2003,55.3,61,49.4
slovenske konjice,2004,55.7,61.8,49.3
slovenske konjice,2005,57.3,63.6,50.7
slovenske konjice,2006,58.3,65.2,51.1
slovenske konjice,2007,60.8,68.3,52.8
slovenske konjice,2008,62.4,69,55
slovenske konjice,2009,60.6,66.4,54.3
slovenske konjice,2010,59.5,64.9,53.7
slovenske konjice,2011,59.7,64.8,54.2
slovenske konjice,2012,58.9,64.1,53.4
slovenske konjice,2013,58.9,64,53.3
slovenske konjice,2014,59.7,65.2,53.5
slovenske konjice,2015,60.5,66.8,53.5
slovenske konjice,2016,61.6,67.2,55.2
slovenske konjice,2017,64.5,70.2,58.1
slovenske konjice,2018,66.5,71.9,60.4
slovenske konjice,2019,67.5,72.6,61.7
slovenske konjice,2020,67.6,72.2,62.2
slovenske konjice,2021,69.2,73.6,64.1
slovenske konjice,2022,72,76.4,66.8
slovenske konjice,2023,73.2,77.6,67.9
sodražica,2002,48.8,54.7,40.2
sodražica,2003,50.8,56.8,43.9
sodražica,2004,51.5,57.2,44.9
sodražica,2005,53.1,60.1,45.2
sodražica,2006,53.7,60.4,46.1
sodražica,2007,55.7,62.5,48
sodražica,2008,58.1,63.9,51.2
sodražica,2009,58.1,62.9,52.4
sodražica,2010,56.8,61.5,51.3
sodražica,2011,58.1,62.1,53.4
sodražica,2012,58.5,63,53.3
sodražica,2013,58.5,63.9,52.1
sodražica,2014,59.5,64.2,53.9
sodražica,2015,61.4,66.7,55.3
sodražica,2016,63.6,69,57.6
sodražica,2017,65.5,70.2,60.2
sodražica,2018,68,72.3,63.3
sodražica,2019,69.5,74,64.5
sodražica,2020,69.7,74.9,63.9
sodražica,2021,70,76.1,63.1
sodražica,2022,71.5,76.8,65.6
sodražica,2023,72.2,76,67.8
solčava,2002,45,48.8,39.6
solčava,2003,44.4,48.2,40
solčava,2004,45.2,48.2,41.7
solčava,2005,50.4,54.7,45.7
solčava,2006,51.6,54.4,48.5
solčava,2007,53.9,57.3,50
solčava,2008,56.6,57.5,55.5
solčava,2009,55.7,57,54.1
solčava,2010,54.5,64.2,42.9
solčava,2011,53.2,61.2,43.7
solčava,2012,49,57.9,39
solčava,2013,53.9,58.2,49.2
solčava,2014,50,57.6,41.4
solčava,2015,54.7,56.5,52.6
solčava,2016,57.1,59.9,54
solčava,2017,59.8,60.9,58.5
solčava,2018,61.1,64.5,57.3
solčava,2019,66.1,70.8,61.1
solčava,2020,68.1,74.1,61.3
solčava,2021,67.3,72.1,62
solčava,2022,70,75.3,64.1
solčava,2023,72.9,78.6,66.6
središče ob dravi,2002,-,-,-
središče ob dravi,2003,-,-,-
središče ob dravi,2004,-,-,-
središče ob dravi,2005,-,-,-
središče ob dravi,2006,-,-,-
središče ob dravi,2007,53,58.8,47.2
središče ob dravi,2008,59.3,63.7,54.7
središče ob dravi,2009,59.4,64,54.3
središče ob dravi,2010,57.9,61.3,54.2
središče ob dravi,2011,57.7,62.9,52.1
središče ob dravi,2012,57,61.9,51.7
središče ob dravi,2013,56,60.2,51.5
središče ob dravi,2014,59.1,63.1,54.8
središče ob dravi,2015,58.7,63.2,53.9
središče ob dravi,2016,59.5,62.4,56.4
središče ob dravi,2017,63.7,70.6,56.5
središče ob dravi,2018,65.3,71.4,58.7
središče ob dravi,2019,70.8,79.8,60.9
središče ob dravi,2020,72.5,81.1,63.7
središče ob dravi,2021,69.2,78.3,59.9
središče ob dravi,2022,67.7,73.6,61.4
središče ob dravi,2023,66.9,69.5,64
starše,2002,53.2,61,45.4
starše,2003,53,60.7,45.1
starše,2004,53.8,60.9,46.5
starše,2005,55.2,62.6,47.6
starše,2006,55.9,63.5,48.1
starše,2007,58.5,66.5,50.5
starše,2008,60.7,67.5,53.6
starše,2009,59.8,66.2,53.2
starše,2010,58,64.1,51.8
starše,2011,57.5,63.5,51.5
starše,2012,55.8,60.5,51.1
starše,2013,54.9,59.4,50.3
starše,2014,56.4,61.5,51.4
starše,2015,57.6,62.5,52.7
starše,2016,58,62,54
starše,2017,60.2,64.1,56.4
starše,2018,61.9,65.6,58.2
starše,2019,62.8,66.8,58.7
starše,2020,62.5,65.9,59
starše,2021,62.8,65.9,59.5
starše,2022,65.5,69.5,61.3
starše,2023,65.3,68.3,62.1
straža,2002,-,-,-
straža,2003,-,-,-
straža,2004,-,-,-
straža,2005,-,-,-
straža,2006,-,-,-
straža,2007,62,66.4,57.4
straža,2008,63,67.6,58.1
straža,2009,62.4,66.7,57.9
straža,2010,60.1,64,56.1
straža,2011,58.5,61.7,55.1
straža,2012,58,61.5,54.3
straža,2013,56.9,60.3,53.2
straža,2014,58.5,62.9,53.8
straža,2015,61.1,65,56.9
straža,2016,63,67.3,58.3
straža,2017,66.3,71.5,60.6
straža,2018,68.4,74,62.3
straža,2019,70.2,75.5,64.2
straža,2020,70.3,75,65.1
straža,2021,71.5,76.3,66.1
straža,2022,73.2,78.2,67.4
straža,2023,73.7,78.5,68.2
sveta ana,2002,46.4,47.6,44.2
sveta ana,2003,45.5,47.3,43.5
sveta ana,2004,45.7,47.7,43.4
sveta ana,2005,49,51.7,46.1
sveta ana,2006,51.3,55,47.3
sveta ana,2007,55.9,58.9,52.6
sveta ana,2008,58.2,61.4,54.8
sveta ana,2009,56.1,61.2,50.7
sveta ana,2010,55.5,61.5,49
sveta ana,2011,55.1,60.3,49.5
sveta ana,2012,53.2,56.5,49.8
sveta ana,2013,53.2,57.7,48.5
sveta ana,2014,53.1,58.1,47.6
sveta ana,2015,49.8,52.7,46.7
sveta ana,2016,49.7,50.9,48.3
sveta ana,2017,51.1,51.9,50.3
sveta ana,2018,50.6,49.3,52.1
