obcina,leto,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women
murska sobota,2010,193.5,181.1,206.4,67.6,62.4,73,32.4,37.6,27
murska sobota,2011,197.1,181.3,213.7,67.8,62.3,73.5,32.2,37.7,26.5
murska sobota,2012,199,184.9,213.4,67.6,62.7,72.5,32.4,37.3,27.5
murska sobota,2013,197.6,186.2,209.1,67.1,62.4,71.9,32.9,37.6,28.1
murska sobota,2014,184.9,178,192.1,64.3,59.9,68.9,35.7,40.1,31.1
murska sobota,2015,182.4,176.7,188.2,63.1,58.7,67.7,36.9,41.3,32.3
murska sobota,2016,180.9,175.1,186.8,62.9,58.7,67.1,37.1,41.3,32.9
murska sobota,2017,179.9,173.8,186.1,61.8,58.1,65.5,38.2,41.9,34.5
murska sobota,2018,179.9,173,186.9,61.1,57.1,65.2,38.9,42.9,34.8
murska sobota,2019,183.9,178.4,189.6,60.9,57.9,64,39.1,42.1,36
murska sobota,2020,187.4,178.9,196.3,59.8,56.5,63.2,40.2,43.5,36.8
murska sobota,2021,187,177.3,197.1,59.1,56.1,62.3,40.9,43.9,37.7
murska sobota,2022,184.3,173.3,196,58.5,55.4,61.9,41.5,44.6,38.1
murska sobota,2023,184.6,174.3,195.6,58.1,55.2,61.2,41.9,44.8,38.8
murska sobota,2024,187.4,176.9,198.6,57.8,54.5,61.2,42.2,45.5,38.8
muta,2000,80.5,96.6,59.9,38.7,46.7,28.5,61.3,53.3,71.5
muta,2001,81,98.5,58.3,38.6,46.6,28.2,61.4,53.4,71.8
muta,2002,82.3,97.6,61.4,38.4,44.6,29.9,61.6,55.4,70.1
muta,2003,75.4,91.6,54.3,35.4,41.8,27.1,64.6,58.2,72.9
muta,2004,74,89.8,53.2,34.2,40.4,26,65.8,59.6,74
muta,2005,72.7,88.8,51.5,32.2,38.3,24.3,67.8,61.7,75.7
muta,2006,72.9,89.6,51.6,32.5,38,25.5,67.5,62,74.5
muta,2007,70.7,90.8,45.6,30.5,37.4,21.9,69.5,62.6,78.1
muta,2008,74.4,93.6,50.2,31.7,38.3,23.4,68.3,61.7,76.6
muta,2009,73.6,91.1,52,33.3,39.8,25.2,66.7,60.2,74.8
muta,2010,77.9,93.4,57.2,33.2,38.3,26.5,66.8,61.7,73.5
muta,2011,77.8,95.2,55.4,31.8,37.2,24.9,68.2,62.8,75.1
muta,2012,80.3,97.9,57.4,33.4,38.8,26.3,66.6,61.2,73.7
muta,2013,83.1,100.6,60.1,33.6,39,26.5,66.4,61,73.5
muta,2014,84.8,102.4,62.3,33.6,39.1,26.5,66.4,60.9,73.5
muta,2015,86.4,103.8,65.1,34.1,38.9,28.3,65.9,61.1,71.7
muta,2016,86.1,101.9,66.4,35.1,39.4,29.6,64.9,60.6,70.4
muta,2017,86.9,104.8,66.2,35.2,40.4,29.1,64.8,59.6,70.9
muta,2018,90.5,109.8,67.7,35.5,40.2,29.9,64.5,59.8,70.1
muta,2019,90.7,105.9,72.5,36.3,39.7,32.1,63.8,60.3,67.9
muta,2020,88.4,102.1,72,35.2,39.1,30.6,64.8,60.9,69.4
muta,2021,94.4,109.8,76.3,36.4,39.9,32.2,63.6,60.1,67.8
muta,2022,95.5,108.4,80.8,34.4,37.3,31,65.6,62.7,69
muta,2023,97.5,106.9,86.8,35,37.9,31.6,65,62.1,68.4
muta,2024,90.2,96.2,83,33.8,35.7,31.5,66.2,64.3,68.5
naklo,2000,125.2,108.8,144.9,23,24.2,21.6,77,75.8,78.4
naklo,2001,132.1,121.3,144.9,22.5,23.8,20.9,77.5,76.2,79.1
naklo,2002,133,120.6,147.8,22.4,24,20.6,77.6,76,79.4
naklo,2003,121.3,103.9,142.5,23.4,24.9,21.5,76.6,75.1,78.5
naklo,2004,101.9,97.5,107.3,23.4,25.1,21.4,76.6,74.9,78.6
naklo,2005,107.3,107.7,106.9,23.2,25.8,20,76.8,74.2,80
naklo,2006,110.5,111.8,108.9,22.5,25.5,18.9,77.5,74.5,81.1
naklo,2007,120.2,123.8,115.7,23.7,27,19.7,76.3,73,80.3
naklo,2008,121.4,126.2,115.6,24.3,27.6,20.3,75.7,72.4,79.7
naklo,2009,117.1,120.5,112.9,24.7,28.2,20.3,75.3,71.8,79.7
naklo,2010,101.7,106.2,96.2,24.3,27.7,20.2,75.7,72.3,79.8
naklo,2011,111,121.5,98.4,24.2,27.4,20.4,75.8,72.6,79.6
naklo,2012,102.1,109,94,24.2,28.3,19.2,75.8,71.7,80.8
naklo,2013,105.9,118.4,91.6,25.8,29.8,21.3,74.2,70.2,78.7
naklo,2014,102.8,118.2,85.4,25.5,28.9,21.6,74.5,71.1,78.4
naklo,2015,104.8,119.1,88.2,25.7,29.8,21,74.3,70.2,79
naklo,2016,102,116.1,85.9,25,28.8,20.7,75,71.2,79.3
naklo,2017,103,114.2,90.3,24.1,28.2,19.6,75.9,71.8,80.4
naklo,2018,100.2,109.3,89,23.3,26.6,19.3,76.7,73.4,80.7
naklo,2019,100.7,109.6,89.8,23.8,27.2,19.6,76.2,72.8,80.4
naklo,2020,103.7,113.5,91.6,23.9,27.6,19.4,76.1,72.4,80.6
naklo,2021,103.4,116.2,87.8,24.1,28,19.4,75.9,72,80.6
naklo,2022,101.5,113,87.5,24.5,29.2,18.8,75.5,70.8,81.2
naklo,2023,101.7,114.1,87.2,24.4,29.1,18.9,75.6,70.9,81.1
naklo,2024,107,115.5,97.3,24,28,19.5,76,72,80.5
nazarje,2000,228.9,220.3,239.1,60.4,61,59.6,39.6,39,40.4
nazarje,2001,230.8,220.9,242.1,60.8,60.2,61.4,39.2,39.8,38.6
nazarje,2002,228.9,214.8,245.3,59.9,57.8,62.3,40.1,42.2,37.7
nazarje,2003,223.4,208.1,241.6,59.3,57.6,61.3,40.7,42.4,38.7
nazarje,2004,209.8,202.2,219,56.6,56.5,56.7,43.4,43.5,43.3
nazarje,2005,190.1,176,206.1,52.1,50.2,54.2,47.9,49.8,45.8
nazarje,2006,182.9,158.8,210.9,48.6,44.9,52.9,51.4,55.1,47.1
nazarje,2007,181.2,161.7,203.3,47.1,45.9,48.4,52.9,54.1,51.6
nazarje,2008,200.8,174.6,230,45.9,43.5,48.6,54.1,56.5,51.4
nazarje,2009,184.9,170.8,201.5,45.4,42.8,48.5,54.6,57.2,51.5
nazarje,2010,177,168.4,187.5,43.1,43.2,43,56.9,56.8,57
nazarje,2011,177.8,164.7,194.9,42.9,42.7,43.1,57.1,57.3,56.9
nazarje,2012,176.4,164.4,192,42.7,42.4,43,57.3,57.6,57
nazarje,2013,188.8,174.5,207.3,42.8,42.6,43,57.2,57.4,57
nazarje,2014,192.7,171.9,220.9,44,43.1,45.1,56,56.9,54.9
nazarje,2015,183,162.4,210.5,40.5,40,41,59.5,60,59
nazarje,2016,173.2,154.1,199.2,40.3,40.3,40.2,59.7,59.7,59.8
nazarje,2017,181.3,161.7,206.9,39.5,40.1,38.8,60.5,59.9,61.2
nazarje,2018,193.4,177.6,212.9,44.5,45.4,43.3,55.5,54.6,56.7
nazarje,2019,196.2,182,213.2,45.3,46.8,43.5,54.7,53.2,56.5
nazarje,2020,197.2,179.1,220.3,43.5,44.1,42.6,56.5,55.9,57.4
nazarje,2021,215.8,190.4,249,41.9,41.6,42.4,58.1,58.4,57.6
nazarje,2022,219,193.7,251.3,43.3,43,43.7,56.7,57,56.3
nazarje,2023,204.2,175.1,243.6,41.6,40.7,42.8,58.4,59.3,57.2
nazarje,2024,217.1,185.1,259.4,41.6,41.9,41.2,58.4,58.1,58.8
nova gorica,2000,112.2,112.7,111.6,70,69.9,70.1,30,30.1,29.9
nova gorica,2001,111,111.1,110.7,68.8,68.4,69.2,31.2,31.6,30.8
nova gorica,2002,111.1,111,111.2,68.6,68.4,68.8,31.4,31.6,31.2
nova gorica,2003,109.8,109.2,110.5,67.7,67.4,68.1,32.3,32.6,31.9
nova gorica,2004,110.7,109.6,112.1,67.2,66.4,68.1,32.8,33.6,31.9
nova gorica,2005,112,109.7,114.9,66.3,64.8,68.2,33.7,35.2,31.8
nova gorica,2006,111.5,108.9,114.8,65.4,63.9,67.2,34.6,36.1,32.8
nova gorica,2007,117.9,114.7,122.1,61.9,60.1,64.2,38.1,39.9,35.8
nova gorica,2008,119,115.7,123.2,62.4,61.2,63.9,37.6,38.8,36.1
nova gorica,2009,121.4,117.8,125.8,62.6,60.7,65,37.4,39.3,35
nova gorica,2010,120.4,116.7,124.9,61.4,59.2,64,38.6,40.8,36
nova gorica,2011,119,114,124.9,60.7,58.5,63.2,39.3,41.5,36.8
nova gorica,2012,121.3,117,126.2,61.3,59.5,63.4,38.7,40.5,36.6
nova gorica,2013,121.2,116.9,126.2,62.1,60.2,64.2,37.9,39.8,35.8
nova gorica,2014,119.7,115.7,124.2,61.5,60,63.3,38.5,40,36.7
nova gorica,2015,119.8,116.3,124,61.4,59.5,63.6,38.6,40.5,36.4
nova gorica,2016,119.2,115.6,123.3,60.3,58.3,62.7,39.7,41.7,37.3
nova gorica,2017,118,114,122.8,58.9,56.7,61.4,41.1,43.3,38.6
nova gorica,2018,114.1,106.6,123.2,57.4,54.3,61.1,42.6,45.7,38.9
nova gorica,2019,113,105.9,121.7,56.9,54.1,60.2,43.1,45.9,39.8
nova gorica,2020,113.4,107.1,120.9,55.4,52.5,58.8,44.6,47.5,41.2
nova gorica,2021,111.1,106,117.3,54.4,51.7,57.6,45.6,48.3,42.4
nova gorica,2022,108.7,103.8,114.6,53.5,50.6,56.9,46.5,49.4,43.1
nova gorica,2023,109.1,104.9,114.1,53.4,50.8,56.4,46.6,49.2,43.6
nova gorica,2024,109.3,104.5,115.1,54.1,51.7,57,45.9,48.3,43
novo mesto,2000,131.1,134.5,127.1,87.3,85.9,88.9,12.7,14.1,11.1
novo mesto,2001,132,134.8,128.6,86.5,85.3,87.9,13.5,14.7,12.1
novo mesto,2002,130.4,133.3,126.9,84.9,83.7,86.4,15.1,16.3,13.6
novo mesto,2003,129.5,132.4,126.2,83.9,82.8,85.3,16.1,17.2,14.7
novo mesto,2004,132.8,136,129,83.2,81.5,85.2,16.8,18.5,14.8
novo mesto,2005,133.1,135.9,129.6,82.4,80.5,84.7,17.6,19.5,15.3
novo mesto,2006,132.2,133.6,130.5,81.1,79.1,83.6,18.9,20.9,16.4
novo mesto,2007,145.7,144.7,147,77.1,74.2,80.8,22.9,25.8,19.2
novo mesto,2008,144.1,142.1,146.7,76.5,73.8,80,23.5,26.2,20
novo mesto,2009,146.8,147.3,146.1,76.3,74,79.2,23.7,26,20.8
novo mesto,2010,148.2,147,149.7,76,73.7,79,24,26.3,21
novo mesto,2011,149.3,148.5,150.3,76.4,74.2,79.1,23.6,25.8,20.9
novo mesto,2012,149.8,147.5,152.5,75.8,72.8,79.4,24.2,27.2,20.6
novo mesto,2013,150.3,147.9,153.2,75.7,72.8,79.1,24.3,27.2,20.9
novo mesto,2014,148.9,146.9,151.2,73.7,70.4,77.6,26.3,29.6,22.4
novo mesto,2015,152.8,151.9,153.9,74.6,71.8,77.9,25.4,28.2,22.1
novo mesto,2016,153.8,152.6,155.3,73.4,70.9,76.2,26.6,29.1,23.8
novo mesto,2017,152.6,150.7,154.8,73.4,71.4,75.8,26.6,28.6,24.2
novo mesto,2018,153.4,150.3,157.3,73.3,71,76.2,26.7,29,23.8
novo mesto,2019,154.4,151.6,158,72.7,70.5,75.5,27.3,29.5,24.5
novo mesto,2020,151.5,146.5,157.6,70.5,67.4,74.3,29.5,32.6,25.7
novo mesto,2021,149,143.3,155.8,68.6,65.3,72.5,31.4,34.7,27.5
novo mesto,2022,145.4,139.4,152.5,67.2,63.6,71.4,32.8,36.4,28.6
novo mesto,2023,145.4,139.1,152.8,66.4,63,70.5,33.6,37,29.5
novo mesto,2024,146.3,138,156.3,66.5,62.9,70.7,33.5,37.1,29.3
odranci,2000,32.8,46.4,18.9,19.8,27.2,12.4,80.2,72.8,87.6
odranci,2001,32.8,45.5,19.5,18.7,25.1,11.9,81.3,74.9,88.1
odranci,2002,29.2,37.5,20.1,17.7,22.8,12,82.3,77.2,88
odranci,2003,28.7,34.9,21.8,18,21.7,13.7,82,78.3,86.3
odranci,2004,29.1,32.4,25,17.8,20.2,14.8,82.2,79.8,85.2
odranci,2005,31.2,34.4,27.1,19,21.5,15.7,81,78.5,84.3
odranci,2006,33.9,39.8,26,21.6,25.7,16.3,78.4,74.3,83.7
odranci,2007,31.8,37.8,24.4,20.1,24.2,15.2,79.9,75.8,84.8
odranci,2008,43.3,56.2,26.4,24.7,31.4,15.9,75.3,68.6,84.1
odranci,2009,44.4,49.8,36.2,29.3,32.9,23.8,70.7,67.1,76.2
odranci,2010,69.8,85.3,47.9,30.8,34.8,25.2,69.2,65.2,74.8
odranci,2011,100,124.5,68.7,30.5,35.4,24.2,69.5,64.6,75.8
odranci,2012,115.2,142.9,81.1,30.7,34.9,25.6,69.3,65.1,74.4
odranci,2013,113,138.6,80.8,31.5,35.4,26.5,68.5,64.6,73.5
odranci,2014,120.3,146.4,87.9,33.1,36.9,28.3,66.9,63.1,71.7
odranci,2015,148.6,173.1,118.1,34.9,36.7,32.7,65.1,63.3,67.3
odranci,2016,168.6,205.2,125.4,36.3,41.2,30.5,63.7,58.8,69.5
odranci,2017,176.4,214.9,131.3,34.3,37.4,30.6,65.7,62.6,69.4
odranci,2018,176.9,218,130,35.1,38.9,30.7,64.9,61.1,69.3
odranci,2019,190.7,226.7,147.9,34.4,39,28.9,65.6,61,71.1
odranci,2020,171,209.9,123.3,32.2,38.3,24.7,67.8,61.7,75.3
odranci,2021,172.2,201.4,139.1,31.3,36.6,25.4,68.7,63.4,74.6
odranci,2022,169.5,198.6,137.4,29.8,34.8,24.3,70.2,65.2,75.7
odranci,2023,181.6,208.4,151.9,28.7,34.1,22.8,71.3,65.9,77.2
odranci,2024,179.4,205,151.4,27.9,33.5,21.7,72.1,66.5,78.3
oplotnica,2000,32.6,34.5,30,22,22.6,21.2,78,77.4,78.8
oplotnica,2001,32.7,34.9,29.7,21.6,22.3,20.5,78.4,77.7,79.5
oplotnica,2002,31.2,31.1,31.5,19.5,19,20.2,80.5,81,79.8
oplotnica,2003,31.4,31.5,31.3,19.7,19.7,19.8,80.3,80.3,80.2
oplotnica,2004,31.4,31.9,30.7,19.4,20.2,18.4,80.6,79.8,81.6
oplotnica,2005,30.7,30.6,31,19,19.5,18.1,81,80.5,81.9
oplotnica,2006,31.6,30.5,33.1,19.6,19.5,19.7,80.4,80.5,80.3
oplotnica,2007,32.1,31.1,33.4,19.9,19.8,20,80.1,80.2,80
oplotnica,2008,33,31.8,34.6,20.2,20.1,20.5,79.8,79.9,79.5
oplotnica,2009,34.6,32.8,37,21.2,20.5,22,78.8,79.5,78
oplotnica,2010,33.9,31.8,36.7,20.3,20,20.8,79.7,80,79.2
oplotnica,2011,32.4,29.5,36.1,19.2,18.3,20.3,80.8,81.7,79.7
oplotnica,2012,33.5,32,35.2,20,19.2,21.1,80,80.8,78.9
oplotnica,2013,34.1,33.1,35.3,19.4,18.5,20.5,80.6,81.5,79.5
oplotnica,2014,34.6,33.9,35.5,19.3,18.2,20.6,80.7,81.8,79.4
oplotnica,2015,34.5,33.5,35.8,19.4,18.2,21,80.6,81.8,79
oplotnica,2016,32.8,31.4,34.6,19.5,18.6,20.7,80.5,81.4,79.3
oplotnica,2017,32.9,31.9,34.2,19,18.1,20,81,81.9,80
oplotnica,2018,33.7,33.4,34,18.6,17.8,19.6,81.4,82.2,80.4
oplotnica,2019,34.2,33.8,34.6,18.6,18,19.3,81.4,82,80.7
oplotnica,2020,33.3,30.9,36.2,18.4,17,20.2,81.6,83,79.8
oplotnica,2021,33.6,31.9,35.7,18.5,17.3,20,81.5,82.7,80
oplotnica,2022,34.5,33.6,35.5,18.7,17.7,19.8,81.3,82.3,80.2
oplotnica,2023,32.8,31.4,34.5,18.3,17.6,19,81.7,82.4,81
oplotnica,2024,34.1,33.8,34.5,18.4,18.2,18.7,81.6,81.8,81.3
ormož,2000,77.9,69.9,88.1,67.4,59.6,77.3,32.6,40.4,22.7
ormož,2001,76,67.7,87.1,66,58,76.6,34,42,23.4
ormož,2002,78.8,69.6,90.8,66.7,58.6,77.2,33.3,41.4,22.8
ormož,2003,81.9,71.4,95.3,66,57.7,76.6,34,42.3,23.4
ormož,2004,80.5,69.6,94.3,64.7,56.3,75.2,35.3,43.7,24.8
ormož,2005,74.4,63.8,88.1,60.9,52.4,71.9,39.1,47.6,28.1
ormož,2006,74.6,61.6,91.2,59.7,49.9,72.4,40.3,50.1,27.6
ormož,2007,83.3,65,106.7,53.1,42.5,66.7,46.9,57.5,33.3
ormož,2008,82.5,64.1,106.1,52.4,42.1,65.6,47.6,57.9,34.4
ormož,2009,83.6,65.9,106.8,52.5,42.3,65.8,47.5,57.7,34.2
ormož,2010,84,64.5,108.6,52.3,41.6,65.7,47.7,58.4,34.3
ormož,2011,78.8,61.8,100.4,49.7,40.8,61,50.3,59.2,39
ormož,2012,79.6,63.8,99.5,49.2,41,59.5,50.8,59,40.5
ormož,2013,80.3,63.5,101.4,49.4,40.9,60.2,50.6,59.1,39.8
ormož,2014,78.4,61.9,99.6,47.9,39.5,58.7,52.1,60.5,41.3
ormož,2015,77.3,62.4,96.8,46.8,39.1,56.8,53.2,60.9,43.2
ormož,2016,78.1,63.1,97,47.1,39.4,56.7,52.9,60.6,43.3
ormož,2017,73.8,60.2,90.9,43,36.2,51.6,57,63.8,48.4
ormož,2018,75.6,62.6,91.3,42.3,35.1,50.8,57.7,64.9,49.2
ormož,2019,72.8,59.1,88.9,40.8,33.5,49.3,59.2,66.5,50.7
ormož,2020,70.8,57.3,86.6,40.1,32.7,48.9,59.9,67.3,51.1
ormož,2021,61.4,53.5,70.7,34.1,28.4,40.9,65.9,71.6,59.1
ormož,2022,59.3,51,68.9,33.6,28.7,39.4,66.4,71.3,60.6
ormož,2023,60.4,53.8,68.1,33.5,28.8,38.8,66.5,71.2,61.2
ormož,2024,61.5,54.8,69.1,33.2,28.8,38.1,66.8,71.2,61.9
osilnica,2000,75.6,82.6,57.6,58,62.8,45.5,42,37.2,54.5
osilnica,2001,73.4,78.5,60,56.3,59.1,48.6,43.8,40.9,51.4
osilnica,2002,77.6,83.3,62.9,61.6,63.3,57.1,38.4,36.7,42.9
osilnica,2003,72.1,76.8,61,59.6,61.1,56.1,40.4,38.9,43.9
osilnica,2004,65.9,68.4,60,54.8,54.7,55,45.2,45.3,45
osilnica,2005,63.8,66.3,57.9,52.3,52.2,52.6,47.7,47.8,47.4
osilnica,2006,66.7,70.5,57.5,48.9,48.4,50,51.1,51.6,50
osilnica,2007,61.8,67.7,48.9,45.8,47.5,42.2,54.2,52.5,57.8
osilnica,2008,40.7,36.7,50,26.4,18.4,45.2,73.6,81.6,54.8
osilnica,2009,55.8,56.6,54.1,31.9,23.7,48.6,68.1,76.3,51.4
osilnica,2010,48.1,57.1,25.8,21.3,22.1,19.4,78.7,77.9,80.6
osilnica,2011,38.9,43.6,28.6,17.7,17.9,17.1,82.3,82.1,82.9
osilnica,2012,33.9,35.1,31.3,17.4,16.9,18.8,82.6,83.1,81.3
osilnica,2013,25.5,25,27.3,17.3,17.1,18.2,82.7,82.9,81.8
osilnica,2014,27.4,21.4,44,18.9,15.7,28,81.1,84.3,72
osilnica,2015,26.7,18,44.8,17.8,11.5,31,82.2,88.5,69
osilnica,2016,29.8,17.6,61.5,16,10.3,30.8,84,89.7,69.2
osilnica,2017,29.3,17.6,64,17.2,9.5,40,82.8,90.5,60
osilnica,2018,28.7,15.1,76.2,14.9,8.2,38.1,85.1,91.8,61.9
osilnica,2019,32.6,20,66.7,19.1,12.3,37.5,80.9,87.7,62.5
osilnica,2020,33.3,21.8,60.9,20.5,10.9,43.5,79.5,89.1,56.5
osilnica,2021,35.3,22,65.4,22.4,11.9,46.2,77.6,88.1,53.8
osilnica,2022,30.1,19.7,50,19.4,11.5,34.4,80.6,88.5,65.6
osilnica,2023,27.2,22,36.4,16.3,10.2,27.3,83.7,89.8,72.7
osilnica,2024,30.9,23.5,43.3,19.8,13.7,30,80.2,86.3,70
pesnica,2000,47.6,50.2,44.3,17.7,17.8,17.6,82.3,82.2,82.4
pesnica,2001,45.4,46.8,43.5,17.9,17.4,18.5,82.1,82.6,81.5
pesnica,2002,46.2,46.4,45.8,18.2,17.5,19.2,81.8,82.5,80.8
pesnica,2003,42.7,39.9,46.4,17.1,16.2,18.3,82.9,83.8,81.7
pesnica,2004,43.7,40.7,47.7,16.8,16.8,17,83.2,83.2,83
pesnica,2005,43.1,39.6,47.7,16.1,16.4,15.8,83.9,83.6,84.2
pesnica,2006,44.8,43,47.1,16.8,17.2,16.2,83.2,82.8,83.8
pesnica,2007,46.6,48.1,44.8,16.9,17.7,15.9,83.1,82.3,84.1
pesnica,2008,49.5,50.4,48.4,17.3,18.3,16.1,82.7,81.7,83.9
pesnica,2009,51.1,49.7,53,19,19.3,18.6,81,80.7,81.4
pesnica,2010,48.2,47.1,49.7,19,19.3,18.6,81,80.7,81.4
pesnica,2011,47.5,46.1,49.3,19.6,20.4,18.7,80.4,79.6,81.3
pesnica,2012,51,52.8,49,20.8,22.8,18.5,79.2,77.2,81.5
pesnica,2013,54.2,58.1,49.5,21.1,23.2,18.6,78.9,76.8,81.4
pesnica,2014,52.3,53.9,50.3,21.4,22.7,19.9,78.6,77.3,80.1
pesnica,2015,51.5,51.1,51.9,20.8,22.4,18.9,79.2,77.6,81.1
pesnica,2016,54.1,55.4,52.6,20.7,22,19.2,79.3,78,80.8
pesnica,2017,54,55.8,52,20.7,22.4,18.9,79.3,77.6,81.1
pesnica,2018,51.5,55.9,46.1,18.8,20.3,16.9,81.2,79.7,83.1
pesnica,2019,57.1,64.3,48.3,17.4,18.7,15.8,82.6,81.3,84.2
pesnica,2020,57.4,65.1,47.7,17.6,18.9,16,82.4,81.1,84
pesnica,2021,55.9,60.5,50,17.8,18.8,16.5,82.2,81.2,83.5
pesnica,2022,60.2,67.1,51,16.8,17.1,16.4,83.2,82.9,83.6
pesnica,2023,60,66.1,51.7,16.4,16.9,15.8,83.6,83.1,84.2
pesnica,2024,59.5,64,53.5,16.9,17.4,16.3,83.1,82.6,83.7
piran/pirano,2000,101.9,100.1,103.9,64.4,61,68,35.6,39,32
piran/pirano,2001,97.6,95.8,99.5,60.4,57.5,63.3,39.6,42.5,36.7
piran/pirano,2002,97.5,97.1,97.9,59.6,57.1,62.1,40.4,42.9,37.9
piran/pirano,2003,96.4,95.7,97.1,59,55.8,62.4,41,44.2,37.6
piran/pirano,2004,97.3,96.4,98.1,58.1,54.7,61.8,41.9,45.3,38.2
piran/pirano,2005,97.7,96.6,98.9,57.6,54.8,60.7,42.4,45.2,39.3
piran/pirano,2006,98.4,97,99.9,58.1,55.7,60.7,41.9,44.3,39.3
piran/pirano,2007,98.6,95.9,101.6,57.1,54.2,60.3,42.9,45.8,39.7
piran/pirano,2008,99.1,95.9,102.7,57.6,55,60.5,42.4,45,39.5
piran/pirano,2009,98.6,94.4,103.6,57.3,55.3,59.6,42.7,44.7,40.4
piran/pirano,2010,97.2,93.9,100.9,56.4,54.5,58.6,43.6,45.5,41.4
piran/pirano,2011,95.3,92.6,98.4,55.1,53.4,57,44.9,46.6,43
piran/pirano,2012,93.5,88.3,99.3,53.1,50.5,56.1,46.9,49.5,43.9
piran/pirano,2013,90.1,83.6,97.5,52.3,49.6,55.4,47.7,50.4,44.6
piran/pirano,2014,89.2,81.9,97.8,51.8,49.6,54.5,48.2,50.4,45.5
piran/pirano,2015,90.8,84.7,98.1,51.6,49.7,53.8,48.4,50.3,46.2
piran/pirano,2016,91.2,83.5,100.2,50.8,48.3,53.8,49.2,51.7,46.2
piran/pirano,2017,91.9,84.4,100.7,51.2,48.8,54.1,48.8,51.2,45.9
piran/pirano,2018,89.8,81.6,99.4,50.6,48.3,53.2,49.4,51.7,46.8
piran/pirano,2019,86.4,77.9,96.2,49.1,46.7,51.8,50.9,53.3,48.2
piran/pirano,2020,81.1,74,89.3,46.5,45,48.2,53.5,55,51.8
piran/pirano,2021,79,70.6,88.6,45.1,43.4,47,54.9,56.6,53
piran/pirano,2022,83.6,75.8,92.6,47.3,45.8,48.9,52.7,54.2,51.1
piran/pirano,2023,84.1,75.9,93.6,47,45.5,48.8,53,54.5,51.2
piran/pirano,2024,85.5,77.8,94.5,47,45.4,48.9,53,54.6,51.1
pivka,2000,79.1,80.4,77.3,52.6,52.3,53.1,47.4,47.7,46.9
pivka,2001,78.8,81,75.9,51,51.5,50.5,49,48.5,49.5
pivka,2002,77.3,79.7,74.1,49.7,50.1,49.1,50.3,49.9,50.9
pivka,2003,94.7,95.3,93.9,51,51.6,50.1,49,48.4,49.9
pivka,2004,92.1,92,92.2,49.3,49.5,49,50.7,50.5,51
pivka,2005,90.6,91.4,89.7,47.9,48.1,47.5,52.1,51.9,52.5
pivka,2006,87.6,88.7,86.2,46.1,46.9,45,53.9,53.1,55
pivka,2007,85,86,83.7,44.8,45.4,44,55.2,54.6,56
pivka,2008,87.6,87.7,87.5,42.1,41.9,42.3,57.9,58.1,57.7
pivka,2009,89.7,92.3,86.3,42.1,42.5,41.7,57.9,57.5,58.3
pivka,2010,86.9,90.1,82.6,42,43.5,40,58,56.5,60
pivka,2011,68.4,67.1,70.2,36.4,36.5,36.2,63.6,63.5,63.8
pivka,2012,59.3,57.9,61.1,34.9,35.3,34.3,65.1,64.7,65.7
pivka,2013,62.7,61.1,64.8,35.3,35,35.7,64.7,65,64.3
pivka,2014,67.8,66.5,69.4,35.9,35.4,36.6,64.1,64.6,63.4
pivka,2015,65,65.7,64,33.8,34.1,33.5,66.2,65.9,66.5
pivka,2016,68.5,71.5,64.5,35.2,36,34.3,64.8,64,65.7
pivka,2017,73,75.9,69.2,36.3,37.4,34.8,63.7,62.6,65.2
pivka,2018,72.5,76.9,66.7,36.2,38,33.9,63.8,62,66.1
pivka,2019,69.9,72.8,66,34.8,35.5,33.8,65.2,64.5,66.2
pivka,2020,71.3,74.5,67,34.3,35.3,33,65.7,64.7,67
pivka,2021,68.9,70.8,66.4,33.9,34.8,32.6,66.1,65.2,67.4
pivka,2022,65.5,65.9,65.1,32.1,32.8,31.3,67.9,67.2,68.7
pivka,2023,65.7,66.3,65,32,32.6,31.1,68,67.4,68.9
pivka,2024,66.1,66.5,65.6,31.9,32.7,30.8,68.1,67.3,69.2
podlehnik,2000,53.3,52.4,54.5,20,17.9,23,80,82.1,77
podlehnik,2001,54,53.6,54.6,19.5,17.4,22.7,80.5,82.6,77.3
podlehnik,2002,75,79.1,69.2,21,18.9,23.9,79,81.1,76.1
podlehnik,2003,77.7,79.4,75.1,21.2,19.5,23.7,78.8,80.5,76.3
podlehnik,2004,70,72.8,66,20.4,19.3,21.9,79.6,80.7,78.1
podlehnik,2005,69.1,73.6,62.9,19.8,18.4,21.7,80.2,81.6,78.3
podlehnik,2006,62.9,68.2,55.1,18.7,18.3,19.3,81.3,81.7,80.7
podlehnik,2007,61.2,70.8,47.3,16.1,18.1,13.4,83.9,81.9,86.6
podlehnik,2008,56.9,64.5,45.9,15.6,16.8,13.9,84.4,83.2,86.1
podlehnik,2009,59.7,71.4,43.9,16.3,17.7,14.4,83.7,82.3,85.6
podlehnik,2010,58.9,72.3,41,15.6,17.3,13.3,84.4,82.7,86.7
