obcina,leto,Basic or less,Education - TOTAL,Tertiary,Upper secondary
šmartno ob paki,2012,765,2725,436,1524
šmartno ob paki,2013,742,2731,455,1534
šmartno ob paki,2014,731,2732,491,1510
šmartno ob paki,2015,704,2733,519,1510
šmartno ob paki,2016,679,2741,545,1517
šmartno ob paki,2017,644,2704,569,1491
šmartno ob paki,2018,626,2720,572,1522
šmartno ob paki,2019,598,2741,600,1543
šmartno ob paki,2020,583,2746,614,1549
šmartno ob paki,2021,592,2770,620,1558
šmartno ob paki,2022,587,2815,669,1559
šmartno ob paki,2023,576,2857,689,1592
šmartno ob paki,2024,558,2860,697,1605
šmartno pri litiji,2011,1611,4583,521,2451
šmartno pri litiji,2012,1580,4620,594,2446
šmartno pri litiji,2013,1545,4644,631,2468
šmartno pri litiji,2014,1493,4619,688,2438
šmartno pri litiji,2015,1475,4625,705,2445
šmartno pri litiji,2016,1406,4625,755,2464
šmartno pri litiji,2017,1373,4661,807,2481
šmartno pri litiji,2018,1336,4657,836,2485
šmartno pri litiji,2019,1276,4684,870,2538
šmartno pri litiji,2020,1246,4712,896,2570
šmartno pri litiji,2021,1204,4706,930,2572
šmartno pri litiji,2022,1183,4717,939,2595
šmartno pri litiji,2023,1167,4758,972,2619
šmartno pri litiji,2024,1158,4770,1017,2595
šoštanj,2011,2388,7377,861,4128
šoštanj,2012,2308,7464,962,4194
šoštanj,2013,2233,7407,1010,4164
šoštanj,2014,2210,7452,1075,4167
šoštanj,2015,2154,7401,1132,4115
šoštanj,2016,2078,7353,1177,4098
šoštanj,2017,2034,7321,1254,4033
šoštanj,2018,1996,7315,1287,4032
šoštanj,2019,1941,7367,1327,4099
šoštanj,2020,1915,7444,1364,4165
šoštanj,2021,1905,7483,1375,4203
šoštanj,2022,1868,7472,1409,4195
šoštanj,2023,2013,7734,1476,4245
šoštanj,2024,2038,7792,1517,4237
štore,2011,1301,3680,445,1934
štore,2012,1278,3728,482,1968
štore,2013,1242,3728,489,1997
štore,2014,1185,3664,528,1951
štore,2015,1170,3678,544,1964
štore,2016,1117,3653,563,1973
štore,2017,1076,3643,567,2000
štore,2018,1040,3664,602,2022
štore,2019,1030,4004,643,2331
štore,2020,1030,3905,657,2218
štore,2021,1013,3844,640,2191
štore,2022,967,3775,646,2162
štore,2023,974,3842,673,2195
štore,2024,968,3837,688,2181
žalec,2011,5268,18406,2948,10190
žalec,2012,5105,18379,3149,10125
žalec,2013,4983,18268,3197,10088
žalec,2014,4882,18123,3347,9894
žalec,2015,4725,18125,3477,9923
žalec,2016,4629,18123,3608,9886
žalec,2017,4467,18052,3714,9871
žalec,2018,4351,18031,3866,9814
žalec,2019,4254,18143,3935,9954
žalec,2020,4219,18295,4012,10064
žalec,2021,4198,18334,4126,10010
žalec,2022,4140,18292,4195,9957
žalec,2023,4199,18535,4289,10047
žalec,2024,4245,18712,4398,10069
železniki,2011,1867,5583,847,2869
železniki,2012,1793,5594,944,2857
železniki,2013,1774,5585,979,2832
železniki,2014,1748,5566,1051,2767
železniki,2015,1682,5553,1096,2775
železniki,2016,1649,5542,1134,2759
železniki,2017,1591,5522,1199,2732
železniki,2018,1558,5529,1229,2742
železniki,2019,1496,5509,1280,2733
železniki,2020,1458,5541,1320,2763
železniki,2021,1430,5537,1335,2772
železniki,2022,1400,5519,1350,2769
železniki,2023,1361,5504,1360,2783
železniki,2024,1339,5528,1394,2795
žetale,2011,572,1150,96,482
žetale,2012,560,1182,114,508
žetale,2013,535,1157,121,501
žetale,2014,524,1160,133,503
žetale,2015,503,1150,143,504
žetale,2016,483,1133,152,498
žetale,2017,472,1126,166,488
žetale,2018,454,1122,174,494
žetale,2019,432,1118,183,503
žetale,2020,418,1132,186,528
žetale,2021,397,1123,194,532
žetale,2022,389,1130,204,537
žetale,2023,376,1111,203,532
žetale,2024,368,1102,197,537
žiri,2011,1140,4088,648,2300
žiri,2012,1087,4078,689,2302
žiri,2013,1049,4066,722,2295
žiri,2014,1021,4006,750,2235
žiri,2015,1008,4009,779,2222
žiri,2016,966,4024,820,2238
žiri,2017,942,4011,873,2196
žiri,2018,917,4034,907,2210
žiri,2019,886,4033,918,2229
žiri,2020,884,4094,955,2255
žiri,2021,879,4137,976,2282
žiri,2022,875,4156,1025,2256
žiri,2023,895,4223,1060,2268
žiri,2024,883,4219,1080,2256
žirovnica,2011,738,3707,848,2121
žirovnica,2012,712,3753,912,2129
žirovnica,2013,706,3751,924,2121
žirovnica,2014,687,3731,980,2064
žirovnica,2015,670,3710,1008,2032
žirovnica,2016,665,3719,1044,2010
žirovnica,2017,646,3733,1091,1996
žirovnica,2018,616,3736,1105,2015
žirovnica,2019,581,3721,1133,2007
žirovnica,2020,561,3719,1152,2006
žirovnica,2021,548,3789,1175,2066
žirovnica,2022,551,3804,1203,2050
žirovnica,2023,563,3827,1216,2048
žirovnica,2024,551,3840,1248,2041
žižki,2011,188,506,64,254
žižki,2012,179,502,73,250
žižki,2013,170,493,71,252
žižki,2014,161,481,77,243
žižki,2015,158,478,76,244
žižki,2016,154,472,82,236
žižki,2017,144,466,83,239
žižki,2018,142,460,78,240
žižki,2019,135,460,85,240
žižki,2020,132,460,85,243
žižki,2021,132,463,90,241
žižki,2022,126,465,94,245
žižki,2023,124,460,98,238
žižki,2024,130,468,101,237
žužemberk,2011,1578,3820,389,1853
žužemberk,2012,1510,3844,440,1894
žužemberk,2013,1428,3831,472,1931
žužemberk,2014,1356,3826,536,1934
žužemberk,2015,1314,3805,559,1932
žužemberk,2016,1258,3844,613,1973
žužemberk,2017,1225,3837,655,1957
žužemberk,2018,1182,3846,679,1985
žužemberk,2019,1124,3841,698,2019
žužemberk,2020,1106,3892,730,2056
žužemberk,2021,1082,3930,754,2094
žužemberk,2022,1037,3922,791,2094
žužemberk,2023,1001,3891,811,2079
žužemberk,2024,975,3885,826,2084
