obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income"
vitanje,2022,14203.49,11023.15,782.84,2246.85,150.65
vitanje,2023,15680.6,12346.91,777.88,2368.62,187.19
vodice,2014,12312.55,9733.9,496.6,1656.26,425.78
vodice,2015,12832.44,9991.57,526.59,1675.11,639.18
vodice,2016,12921.38,10340.1,504.22,1696.11,380.94
vodice,2017,13350.47,10810.66,486.82,1725.34,327.66
vodice,2018,14254.37,11463.32,584.62,1798.8,407.63
vodice,2019,15512.95,12367.17,563.15,1846.75,735.89
vodice,2020,16544.22,12293.15,z,1986.4,z
vodice,2021,16626.15,13469.44,617.36,2124.86,414.5
vodice,2022,17994.57,14225.11,708.05,2270.87,790.55
vodice,2023,20105.95,15918.12,754.29,2382.45,1051.09
vojnik,2014,10114.65,7240.56,653.76,1880.8,339.54
vojnik,2015,10178.9,7405.82,649.29,1920.12,203.67
vojnik,2016,10726,7793.48,654.49,1953.62,324.42
vojnik,2017,11153.55,8245.65,646.39,2018.78,242.73
vojnik,2018,11897.62,8907.15,674.64,2100.29,215.54
vojnik,2019,12617.42,9441.93,725.9,2183.41,266.19
vojnik,2020,12873.63,9572.92,774.53,2344.2,181.98
vojnik,2021,13968.89,10543.14,786.59,2460.82,178.34
vojnik,2022,15294.82,11451.23,790.25,2654.46,398.89
vojnik,2023,17013.45,12821.99,842.34,2840.81,508.32
vransko,2014,9221.18,6572.92,669.69,1737.82,240.75
vransko,2015,9498.46,6987.06,593.17,1769.39,148.84
vransko,2016,9935.49,7320.67,627.17,1799.09,188.58
vransko,2017,10403.45,7761.02,656.46,1845.86,140.11
vransko,2018,11257.31,8593.59,642.4,1890.75,130.56
vransko,2019,11985.38,9125.22,z,1933.8,z
vransko,2020,12502.14,9525.58,772.85,2080.66,123.06
vransko,2021,13840.43,10661.32,z,2192.95,z
vransko,2022,14994.62,11495.01,817.68,2360.76,321.17
vransko,2023,16503.63,12983.01,849.63,2418.92,252.08
vrhnika,2014,11401.72,8390.11,566.7,2047.12,397.78
vrhnika,2015,11594.74,8592.87,566.74,2051.46,383.67
vrhnika,2016,12014.42,8952.6,570.3,2076.26,415.26
vrhnika,2017,12535.66,9404.46,558.47,2109.41,463.32
vrhnika,2018,13116.53,9988.6,571.87,2169.46,386.61
vrhnika,2019,13959.67,10633.82,614.35,2224.39,487.11
vrhnika,2020,14522.11,10796.53,z,2376.87,z
vrhnika,2021,15360.71,11732.16,669.68,2516.77,442.1
vrhnika,2022,17061.19,12584.16,706.1,2713.52,1057.41
vrhnika,2023,18566.6,14147.8,723.54,2855.17,840.09
vuzenica,2014,10080.35,7595.52,571.91,1716.55,196.36
vuzenica,2015,10315.26,7841.61,548.77,1735.56,189.32
vuzenica,2016,10588.47,8010.35,607.35,1785.93,184.84
vuzenica,2017,10990.51,8267.4,z,1868.88,z
vuzenica,2018,11811.23,8992.92,z,1950.56,z
vuzenica,2019,12035.97,9061.47,z,2017.41,z
vuzenica,2020,12461.49,9388.35,735.29,2210.16,127.67
vuzenica,2021,13822.39,10541.6,z,2397.29,z
vuzenica,2022,15215.1,11484.75,z,2618.03,z
vuzenica,2023,16474.17,12648.49,811.66,2775.32,238.7
zagorje ob savi,2014,10513.43,7442.51,620.4,2212.94,237.58
zagorje ob savi,2015,10674.18,7618.06,622.02,2229.98,204.12
zagorje ob savi,2016,11167.74,7976.18,636.36,2255.42,299.78
zagorje ob savi,2017,11624.44,8500.56,629.18,2301.59,193.11
zagorje ob savi,2018,12275.37,9055.06,640.76,2382.1,197.46
zagorje ob savi,2019,13037.05,9660.23,672.21,2459.68,244.93
zagorje ob savi,2020,13702.84,9924.4,z,2628.02,z
zagorje ob savi,2021,14434.66,10784.59,739.55,2755.03,155.5
zagorje ob savi,2022,15724.38,11637.72,797.92,2992.33,296.41
zagorje ob savi,2023,17451.37,13122.53,791.19,3190.27,347.38
zavrč,2014,9218.79,7360.93,z,1025.04,z
zavrč,2015,9658.14,7681.83,z,1062.72,z
zavrč,2016,11015.93,8946.85,494.1,z,z
zavrč,2017,12815.32,10415.45,z,1110.2,z
zavrč,2018,11767.51,9392.44,632.34,z,z
zavrč,2019,12931.07,10001.55,z,1476.07,z
zavrč,2020,12700.57,10225.94,812.11,z,z
zavrč,2021,13539.69,10851.74,z,1753.3,z
zavrč,2022,14693.4,11445.39,z,1897.41,z
zavrč,2023,15918.69,12817.49,z,2003.4,z
zreče,2014,10221.88,7807.74,557.56,1671.95,184.64
zreče,2015,10420.15,8033.18,568.42,1688.51,130.05
zreče,2016,11002.53,8480.5,598.58,1767.47,155.99
zreče,2017,11296.7,8734.54,624.92,1793.52,143.71
zreče,2018,12053.15,9208.94,z,1858.63,z
zreče,2019,12722.72,9828.19,z,1915.61,z
zreče,2020,12638.64,9671.57,716.85,2102.66,147.56
zreče,2021,14229.23,10934.27,786.03,2252.28,256.66
zreče,2022,15197.67,11823.98,737.75,2407.97,227.97
zreče,2023,16638.75,13051.73,742.12,2578.45,266.45
črenšovci,2014,8339.3,6142.51,678.03,1351.81,166.95
črenšovci,2015,8527.74,6281.7,719.91,1405.59,120.54
črenšovci,2016,9154.02,6737.57,697.82,1557.97,160.65
črenšovci,2017,9391.21,6821.78,762.09,1634.11,173.24
črenšovci,2018,9949.46,7269.22,799.87,1710.81,169.56
črenšovci,2019,10649.41,7796.47,z,1810.65,z
črenšovci,2020,11350.32,8322.38,900.19,2012.23,115.52
črenšovci,2021,12243.16,8992.21,z,2142.68,z
črenšovci,2022,13289.84,9779.02,901.9,2352.1,256.82
črenšovci,2023,14993.99,11105.75,999.44,2529.1,359.7
črna na koroškem,2014,10306.72,6991.2,641.14,2275.6,398.78
črna na koroškem,2015,11013.18,7446.28,643.3,2313.77,609.83
črna na koroškem,2016,11360.2,7705.85,663.65,2346.5,644.2
črna na koroškem,2017,11687.85,7782,771.19,2402.05,732.61
črna na koroškem,2018,12532.11,8204.04,z,2498.48,z
črna na koroškem,2019,13315.84,8332.63,z,2613.41,z
črna na koroškem,2020,12681.9,8700.42,1025.3,2859.81,96.38
črna na koroškem,2021,14399.79,9502.59,z,2994.19,z
črna na koroškem,2022,15557.34,10422.74,z,3292.45,z
črna na koroškem,2023,16567.02,11527.66,1414.45,3487.33,137.58
črnomelj,2014,9248.77,6466.83,679.14,1914.92,187.88
črnomelj,2015,9440.71,6518.44,677.69,1975.77,268.81
črnomelj,2016,9812.76,6941.6,663.86,2004.69,202.61
črnomelj,2017,10392.06,7518.83,631.69,2053.69,187.84
črnomelj,2018,11147.73,8122.36,683.64,2142.16,199.57
črnomelj,2019,11830.7,8566.41,717.93,2230.26,316.1
črnomelj,2020,12150.72,8760.25,791.12,2418.09,181.27
črnomelj,2021,13222.52,9612.24,811.1,2598.33,200.84
črnomelj,2022,14449.28,10397.13,852.62,2816.4,383.13
črnomelj,2023,15561.85,11328.51,882.69,2990.14,360.51
šalovci,2014,7956.27,5514.4,607.75,1746.96,87.16
šalovci,2015,8060.36,5530.71,615.16,1822.17,92.32
šalovci,2016,8432.1,5816.91,584.68,1950.73,79.78
šalovci,2017,8280.89,5618.24,z,2008.36,z
šalovci,2018,8984.97,6191.55,602.01,2120.74,70.66
šalovci,2019,9578.49,6579.59,703.4,2177.88,117.61
šalovci,2020,10912.06,7427.08,723.43,2671.27,90.28
šalovci,2021,11710.08,8191.51,641.62,2811.48,65.48
šalovci,2022,12742.5,8927.06,794.58,2925.95,94.9
šalovci,2023,14281.66,10214.04,788.03,3123.46,156.13
šempeter - vrtojba,2014,11446.87,7761.7,469.28,2603.3,612.58
šempeter - vrtojba,2015,11342.88,7712.58,467.73,2640.34,522.22
šempeter - vrtojba,2016,11717.84,8021.95,479.19,2731.77,484.93
šempeter - vrtojba,2017,12218.35,8485.5,452.66,2859.05,421.13
šempeter - vrtojba,2018,12707.96,8920.11,449.77,2917.72,420.37
šempeter - vrtojba,2019,13389.01,9391.9,476.05,2999.09,521.97
šempeter - vrtojba,2020,13838.87,9551.32,z,3154.81,z
šempeter - vrtojba,2021,14825.89,10501.16,504.51,3340.72,479.5
šempeter - vrtojba,2022,15972.88,11209.95,529.94,3581.88,651.12
šempeter - vrtojba,2023,17648.94,12551.61,540.91,3826.3,730.12
šentilj,2014,9610.23,7084.29,561.91,1810.62,153.41
šentilj,2015,9827.32,7275.49,610.11,1830.93,110.79
šentilj,2016,9960.15,7362.95,604.02,1899.26,93.91
šentilj,2017,9676.47,7064.97,611.55,1905.07,94.87
šentilj,2018,9896.59,7184.29,605.15,2016.96,90.19
šentilj,2019,10308.3,7440.76,655.85,2126.1,85.59
šentilj,2020,11989.03,8842.16,753.31,2307.37,86.19
šentilj,2021,13022.95,9781.05,729.38,2424.17,88.36
šentilj,2022,13699.08,10157.28,761.26,2659.26,121.28
šentilj,2023,14936.92,11131.81,770.28,2828.24,206.59
šentjernej,2014,10571.27,8123.68,588.87,1524.1,334.61
šentjernej,2015,10816.46,8443.81,614.71,1531.09,226.85
šentjernej,2016,11317.52,8876.01,622.69,1552.53,266.3
šentjernej,2017,11854.6,9372.4,623.65,1607.72,250.83
šentjernej,2018,12645.34,9909.34,z,1664.49,z
šentjernej,2019,13346.02,10590.41,718.52,1748.4,288.7
šentjernej,2020,13847.56,10876.46,786.44,1958.61,226.05
šentjernej,2021,14788.93,11590.74,795.77,2138.02,264.4
šentjernej,2022,16094.74,12529.82,854,2350.45,360.47
šentjernej,2023,17789.18,13980.45,819.68,2486.98,502.07
šentjur,2014,9948.22,7320.91,612.13,1775.13,240.06
šentjur,2015,10125.1,7554.97,609.54,1788.5,172.09
šentjur,2016,10633.14,7979.23,615.27,1843.1,195.54
šentjur,2017,11043.81,8356.05,630.56,1896.3,160.91
šentjur,2018,11843.65,8971.47,653.13,1962.21,256.84
šentjur,2019,13052.14,9455.04,z,2050.64,z
šentjur,2020,12780.31,9643.08,764.24,2212.57,160.42
šentjur,2021,13879.7,10563.52,788.08,2342.02,186.07
šentjur,2022,15083.01,11451.76,815.06,2569.98,246.21
šentjur,2023,16570.53,12651.26,830.19,2724.8,364.29
šentrupert,2014,8510.98,6278.91,528.38,1468.36,235.34
šentrupert,2015,8800.73,6642.99,515.29,1445.22,197.23
šentrupert,2016,9270.01,6937.9,527.51,1547.99,256.62
šentrupert,2017,9662.66,7355.88,583.38,1541.34,182.06
šentrupert,2018,10349.28,7990.71,553.37,1582.98,222.22
šentrupert,2019,11318.13,8819.48,556.29,1647.02,295.34
šentrupert,2020,11931.07,9153.19,645.56,1912.43,219.88
šentrupert,2021,13000.37,9953.11,z,2018.88,z
šentrupert,2022,14253.5,10975.56,z,2199.97,z
šentrupert,2023,15556.38,12100.35,755.01,2273.06,427.95
šenčur,2014,12110.87,8830.5,z,1853.3,z
šenčur,2015,12005.77,9032.68,525.84,1862.51,584.74
šenčur,2016,12402.72,9401.79,522.53,1911.29,567.12
šenčur,2017,12982.48,9760.73,537.77,1976.65,707.34
šenčur,2018,13708.35,10276.85,565.57,2032.71,833.22
šenčur,2019,14812.38,10843.24,596.64,2086.99,1285.51
šenčur,2020,14749.83,10868.89,662.51,2255.65,962.78
šenčur,2021,15769.2,11891.15,670.76,2364.84,842.45
šenčur,2022,16938.05,12783.65,737.99,2560.65,855.76
šenčur,2023,21400.78,16267.28,z,2773.1,z
škocjan,2014,9831.82,7550.89,627.27,1330.48,323.18
škocjan,2015,9990.26,7749.6,660.77,1382.86,197.03
škocjan,2016,10380.3,8017.55,701.1,1397.46,264.19
škocjan,2017,11101.11,8754.5,699.13,1404.4,243.07
škocjan,2018,11605.33,9233.07,716.06,1459.01,197.19
škocjan,2019,12528.19,10017.45,763.17,1535.24,212.34
škocjan,2020,13098.82,10161.26,911.68,1776.82,249.06
škocjan,2021,13802.1,10720.03,945.84,1928.04,208.19
škocjan,2022,15103.89,11710.79,942.8,2102.28,348.02
škocjan,2023,16609.63,12899.66,1014.99,2245.52,449.45
škofja loka,2014,11766.89,8497.42,562.38,2124.23,582.86
škofja loka,2015,11977.92,8750.75,564.49,2116.07,546.6
škofja loka,2016,12314.57,9080.73,565.05,2140.8,527.98
škofja loka,2017,12803.52,9488.88,579.87,2171.29,563.48
škofja loka,2018,13736.59,10001.94,608.07,2238.28,888.3
škofja loka,2019,14446.77,10582.18,638.1,2306.91,919.58
škofja loka,2020,14417.03,10683.79,676.7,2466.05,590.5
škofja loka,2021,16082.8,11756.99,z,2582.56,z
škofja loka,2022,17280.62,12668.7,740.77,2816.11,1055.05
škofja loka,2023,18620.5,13997.38,850.67,2969.42,803.03
škofljica,2014,12413.39,9320.17,593.73,1852.5,646.99
škofljica,2015,13223.44,9499.02,z,1910,z
škofljica,2016,13128.17,9824.4,599.14,2004.81,699.82
škofljica,2017,13699.06,10307.42,583.51,1997.67,810.46
škofljica,2018,14367.76,10919.4,609.92,2070.94,767.49
škofljica,2019,15494.1,11756.04,667.76,2097.35,972.95
škofljica,2020,15972.58,11922.51,z,2182.58,z
škofljica,2021,16666.21,12904.99,708.2,2346.88,706.14
škofljica,2022,18462.37,13931.59,727.43,2536.29,1267.06
škofljica,2023,20296.46,15617.93,731.62,2681.73,1265.17
šmarje pri jelšah,2014,9162.89,6655.78,663.11,1674.9,169.11
šmarje pri jelšah,2015,9388.9,6917.12,661.51,1667.64,142.64
šmarje pri jelšah,2016,9751.63,7220.95,679.57,1720.83,130.29
šmarje pri jelšah,2017,10182.15,7586.55,705.77,1775.31,114.51
šmarje pri jelšah,2018,10919.81,8228.85,729.45,1846.51,115
šmarje pri jelšah,2019,11635.72,8768.82,782.33,1933.06,151.52
šmarje pri jelšah,2020,12026.11,8955.11,856.07,2095.7,119.23
šmarje pri jelšah,2021,13043.07,9831.65,880.93,2230.87,99.62
šmarje pri jelšah,2022,14273.74,10706.03,924.52,2418.52,224.68
šmarje pri jelšah,2023,15526.47,11769.57,926.31,2624.49,206.1
šmarješke toplice,2014,12285.7,9356.05,493.42,1886.41,549.83
šmarješke toplice,2015,12377.73,9606.45,505.17,1895.81,370.3
šmarješke toplice,2016,12943.46,9868.39,z,1947.47,z
šmarješke toplice,2017,13168.22,10295.29,486.65,2047.93,338.35
šmarješke toplice,2018,13636.52,10556.35,598.22,2134.09,347.87
šmarješke toplice,2019,16941.27,11410.2,z,2211.06,z
šmarješke toplice,2020,15232.76,11665.65,673.35,2450.37,443.4
šmarješke toplice,2021,16256.22,12514.22,684.32,2623.01,434.67
šmarješke toplice,2022,17802.43,13417.27,741.7,2890.25,753.22
šmarješke toplice,2023,19378.79,14804.79,729.96,3109.86,734.17
šmartno ob paki,2014,10918.76,8251.13,571.61,1938.4,157.63
šmartno ob paki,2015,11013.92,8354.19,578.16,1941.23,140.33
šmartno ob paki,2016,11509.31,8740.89,563.57,2011.22,193.63
šmartno ob paki,2017,11874.36,9106.4,583.83,2074.35,109.78
šmartno ob paki,2018,12441.68,9559.12,628.9,2152.75,100.9
šmartno ob paki,2019,12956.2,9874.91,684.15,2297.42,99.72
šmartno ob paki,2020,13573.88,10078.98,808.32,2537.32,149.26
šmartno ob paki,2021,14782.16,11275.46,727.22,2659.93,119.55
šmartno ob paki,2022,15745.48,11910.51,771.74,2898.5,164.73
šmartno ob paki,2023,17545.17,13214.6,943.07,3096.28,291.22
šmartno pri litiji,2014,9756.72,7117.64,617.19,1861.41,160.47
šmartno pri litiji,2015,9948.25,7305.62,630.01,1854.47,158.15
šmartno pri litiji,2016,10454.94,7661.13,z,1902.04,z
šmartno pri litiji,2017,10792.25,8038.88,632.09,1943.23,178.05
šmartno pri litiji,2018,11559.04,8664.15,669.45,2008.43,217.02
šmartno pri litiji,2019,12167.44,9212.85,699.27,2110.93,144.38
šmartno pri litiji,2020,12691.66,9444.27,781.92,2297.7,167.77
šmartno pri litiji,2021,13517.13,10148.67,788.64,2446.14,133.68
šmartno pri litiji,2022,14863.89,11240.65,838.37,2621.67,163.21
šmartno pri litiji,2023,16354.74,12488.19,819.76,2785.24,261.55
šoštanj,2014,10906.12,8081.17,593.5,2035.33,196.12
šoštanj,2015,10863.31,7983.69,643.44,2061.09,175.09
šoštanj,2016,11217.76,8213.91,654.37,2112.86,236.62
šoštanj,2017,11339.83,8395.14,644.76,2192.11,107.83
šoštanj,2018,12132.35,8898.4,z,2294.74,z
šoštanj,2019,12731.31,9347,z,2365.76,z
šoštanj,2020,13009.46,9524.46,815.9,2525.22,143.87
šoštanj,2021,14037.66,10445.01,785.9,2666.17,140.58
šoštanj,2022,15086.96,11029.84,813.63,3047.93,195.55
šoštanj,2023,16837.03,12273.21,966.44,3205.05,392.33
štore,2014,9731.67,6664.1,628.07,2195.23,244.27
štore,2015,9764.86,6713.5,647.59,2252.63,151.13
štore,2016,10031.21,6899.27,663.87,2285.27,182.79
štore,2017,10562.44,7412.73,648.31,2311.94,189.46
štore,2018,11481.76,8482.35,635.41,2203.79,160.21
štore,2019,12019.32,8777.26,719.84,2331.77,190.44
štore,2020,12378.44,8827.76,z,2527.66,z
štore,2021,13228.34,9603.54,783.57,2695.34,145.88
štore,2022,14419.09,10579.33,762.05,2876.39,201.32
štore,2023,15821.56,11693.4,831.63,3069.24,227.28
žalec,2014,10326.83,7168.77,616.59,2204.37,337.11
žalec,2015,10460.22,7361.84,611.75,2202.57,284.07
žalec,2016,10748.62,7602.66,625.68,2246.55,273.73
žalec,2017,11318.91,8102.27,626.45,2291.39,298.8
žalec,2018,11942.34,8617.41,658.79,2367.66,298.48
žalec,2019,12793.07,9199.25,687.53,2452.58,453.72
žalec,2020,13009.69,9346.19,757.84,2613.63,292.04
žalec,2021,14066.41,10276.11,740.11,2750.51,299.67
žalec,2022,15350.8,11074.68,793.15,2977.15,505.82
žalec,2023,16935.68,12408.58,960.52,3129.71,436.87
železniki,2014,10924.32,8406.79,555.06,1676.85,285.62
železniki,2015,11246.18,8835.59,518.38,1694.05,198.16
železniki,2016,11726.91,9292.42,510.48,1726.66,197.34
železniki,2017,12153.22,9629.06,561.83,1761.19,201.13
železniki,2018,12744.43,10139.15,580.3,1810.97,214.01
železniki,2019,13362.03,10612.6,589.42,1910.8,249.2
železniki,2020,13740.51,10739.8,642.36,2104.11,254.23
železniki,2021,14916.99,11731.79,665.2,2253.89,266.11
železniki,2022,16087.27,12523.47,702.9,2486.84,374.05
železniki,2023,17471.19,13688.53,720.82,2657.01,404.83
žetale,2014,8726.62,6932.31,580.53,1071.36,142.42
žetale,2015,9078.34,7256.37,598.66,1124.25,99.06
žetale,2016,9379.63,7423.99,650.93,z,z
žetale,2017,9825.57,7783.46,779.88,1201.97,60.26
žetale,2018,10557.41,8380.72,775.98,z,z
žetale,2019,11069.34,8768.81,858.86,1363.65,78.02
žetale,2020,11517.88,8893.1,862.05,1698.21,64.51
žetale,2021,12894.53,10060.57,886.72,1868.31,78.94
žetale,2022,14029.25,11057.73,866.19,2015.09,90.25
žetale,2023,15484.49,12281.03,954.6,2129.36,119.51
žiri,2014,10891.43,8161.07,z,1938.6,z
žiri,2015,11157.66,8458.58,483.86,1935.02,280.19
žiri,2016,11365.47,8664.79,519.65,1936.79,244.24
žiri,2017,11667.91,8984.17,526.09,1963.47,194.18
žiri,2018,12372.14,9581.46,515.99,2049.05,225.64
žiri,2019,13081.79,10192.83,524.76,2118.12,246.09
žiri,2020,13138.01,10083.25,598.62,2283.38,172.77
žiri,2021,14721.15,11324.83,z,2425.52,z
žiri,2022,16114.74,12304.63,713.49,2661.2,435.43
žiri,2023,17466.19,13483.31,757.08,2820.19,405.61
žirovnica,2014,12247.18,8854.97,470.77,2403.35,518.09
žirovnica,2015,12348.68,9052.54,454.43,2413.93,427.78
žirovnica,2016,12788.23,9473.17,471.37,2450.24,393.45
žirovnica,2017,13477.44,9892.96,z,2496.11,z
žirovnica,2018,14238.26,10530.66,z,2579.09,z
žirovnica,2019,14950.95,11188.85,508.68,2668.91,584.51
žirovnica,2020,15146.54,11299.97,583.66,2829.17,433.74
žirovnica,2021,16287.48,12407.89,566.6,2971.67,341.33
žirovnica,2022,17765.41,13466.62,620.46,3155.91,522.41
žirovnica,2023,19706.28,14940.5,679.46,3381.03,705.29
žužemberk,2014,9782.27,7419.04,543.84,1595.99,223.39
žužemberk,2015,10240,7900.97,579.2,1589.61,170.21
žužemberk,2016,10795.88,8420.98,559.13,1611.45,204.32
žužemberk,2017,11170.68,8771.52,611.75,1642.13,145.29
žužemberk,2018,11824.07,9389.12,603.93,1709.05,121.97
žužemberk,2019,12613.51,9936.32,z,1744.17,z
žužemberk,2020,13149.78,10290.56,724.37,1943.44,191.4
žužemberk,2021,14234.04,11292.33,713.84,2041.16,186.7
žužemberk,2022,15325.42,12152.98,764.43,2238.3,169.7
žužemberk,2023,17182.93,13724.79,795.51,2404.25,258.38
