obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Basic or less,Education - TOTAL,Tertiary,Upper secondary,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for women
bled,2017,12964.02,9192.65,482.94,2648.62,639.82,1121,6878,1999,3758,91.7,88.9,94.9,37.3,38.8,35.5,62.7,61.2,64.5,-31,-85,6,-110,-13.9,42,72,30,9.1,209,418,209,52.8,44,78,34,9.9,153,333,180,42.1,-56,-85,-29,-10.7,2,6,4,0.8,-54,-79,-25,-10,64,67.3,60.7
bled,2018,13954.21,9837.79,496.44,2748.08,871.9,1065,6783,2025,3693,90.3,87.3,93.6,37,38.6,35.2,63,61.4,64.8,-2,-119,84,-37,-4.7,21,29,8,3.7,186,399,213,50.9,81,113,32,14.4,122,280,158,35.7,-64,-119,-55,-15.2,60,84,24,10.7,-4,-35,-31,-4.5,67.2,70.3,64
bled,2019,14890.53,10386.08,547.43,2792.75,1164.27,1007,6754,2062,3685,88.8,84,94.4,36.8,37.7,35.8,63.2,62.3,64.2,-4,-12,50,34,4.3,30,50,20,6.4,144,325,181,41.4,70,100,30,12.7,168,313,145,39.9,24,-12,-36,-1.5,40,50,10,6.4,64,38,-26,4.8,69.8,73.1,66.4
bled,2020,14670.15,10367.53,588.02,2937.9,776.7,1005,6808,2105,3698,82.8,77.8,88.4,33.2,34,32.3,66.8,66,67.7,-25,236,120,331,41.5,45,67,22,8.4,291,586,295,73.4,114,187,73,23.4,394,822,428,103,103,236,133,29.6,69,120,51,15,172,356,184,44.6,67.5,70.5,64.4
bled,2021,16418.17,11616.91,624.24,3069.78,1107.24,1016,7055,2302,3737,81.2,77.7,85.2,33,34.4,31.5,67,65.6,68.5,-25,55,18,48,5.8,57,88,31,10.7,232,459,227,55.7,56,106,50,12.9,252,514,262,62.4,20,55,35,6.7,-1,18,19,2.2,19,73,54,8.9,69.7,72.1,67.2
bled,2022,17728.28,12515.89,640.36,3328.99,1243.03,978,7117,2403,3736,86.7,81.3,93.1,35.4,37.2,33.2,64.6,62.8,66.8,-11,-194,144,-61,-7.5,42,74,32,9.1,336,706,370,86.4,106,218,112,26.7,242,512,270,62.7,-94,-194,-100,-23.8,64,144,80,17.6,-30,-50,-20,-6.1,71,74,67.8
bled,2023,19265.9,13902.59,614.31,3572,1176.99,996,7067,2366,3705,91.9,87.2,97.1,37.4,39.1,35.5,62.6,60.9,64.5,-23,-130,115,-38,-4.7,33,79,46,9.7,246,496,250,61,102,194,92,23.9,180,366,186,45,-66,-130,-64,-16,69,115,46,14.1,3,-15,-18,-1.8,71,73.7,68.2
bloke,2014,10210.62,7273.08,602.32,1992,343.22,426,1338,254,658,33.5,36.5,29.6,21.9,24.8,18.2,78.1,75.2,81.8,3,-25,-2,-24,-15.4,3,4,1,2.6,49,99,50,63.5,1,2,1,1.3,39,74,35,47.5,-10,-25,-15,-16,-2,-2,0,-1.3,-12,-27,-15,-17.3,62.9,67.2,57.6
bloke,2015,10163.16,7461.01,583.47,1985.8,132.88,403,1316,255,658,32.7,34.9,29.8,21.1,23.5,17.9,78.9,76.5,82.1,1,-7,-1,-7,-4.6,0,3,3,2,33,75,42,49.4,1,2,1,1.3,26,68,42,44.8,-7,-7,0,-4.6,1,-1,-2,-0.7,-6,-8,-2,-5.3,64.1,68.9,58.2
bloke,2016,10849.53,8025.93,652.25,2014.64,156.7,375,1307,264,668,36.2,40.2,31.2,21.4,23.8,18.4,78.6,76.2,81.6,-5,-6,-5,-16,-10.4,3,7,4,4.5,28,68,40,44.1,2,2,0,1.3,30,62,32,40.2,2,-6,-8,-3.9,-1,-5,-4,-3.2,1,-11,-12,-7.1,65.9,68.9,62.2
bloke,2017,11183.03,8356.34,647.75,2047.44,131.49,351,1295,270,674,32,35.7,27.1,19.5,22,16.2,80.5,78,83.8,4,5,1,10,6.5,2,3,1,2,35,65,30,42.5,1,4,3,2.6,32,70,38,45.8,-3,5,8,3.3,-1,1,2,0.7,-4,6,10,3.9,70.8,76,64.5
bloke,2018,11839.49,9019.72,z,2109.48,z,339,1291,282,670,30.3,32.1,27.6,18.5,20.6,15.4,81.5,79.4,84.6,-4,1,26,23,15,0,1,1,0.7,30,65,35,42.5,27,27,0,17.7,28,66,38,43.2,-2,1,3,0.7,27,26,-1,17,25,27,2,17.7,76.4,82.9,68.6
bloke,2019,12827.72,9805.46,649.75,2199.93,172.58,325,1313,288,700,29.8,31.4,27.7,18,20.3,14.9,82,79.7,85.1,6,-17,21,10,6.4,4,5,1,3.2,49,87,38,55.5,26,26,0,16.6,36,70,34,44.7,-13,-17,-4,-10.8,22,21,-1,13.4,9,4,-5,2.6,76.3,81.4,69.9
bloke,2020,13484.88,10197.49,z,2453.2,z,309,1312,295,708,31.8,37.6,25.1,18.5,22.3,14.1,81.5,77.7,85.9,13,30,7,50,31.2,12,12,0,7.5,59,95,36,59.3,18,19,1,11.9,62,125,63,78,3,30,27,18.7,6,7,1,4.4,9,37,28,23.1,74.9,77.6,71.7
bloke,2021,14700.43,11259.6,z,2626.48,z,312,1358,310,736,35.2,43,25.7,18.6,23.4,12.7,81.4,76.6,87.3,-3,-1,-2,-6,-3.8,8,8,0,5,39,67,28,42.1,3,6,3,3.8,37,66,29,41.5,-2,-1,1,-0.6,-5,-2,3,-1.3,-7,-3,4,-1.9,74.7,76.5,72.5
bloke,2022,15723.59,11932.09,649.93,2959.24,182.32,295,1351,326,730,35,42.3,26.2,19.1,24.3,12.8,80.9,75.7,87.2,-13,-24,-6,-43,-27.1,6,9,3,5.7,50,109,59,68.7,2,3,1,1.9,37,85,48,53.6,-13,-24,-11,-15.1,-4,-6,-2,-3.8,-17,-30,-13,-18.9,75.4,78.6,71.6
bloke,2023,17257.24,13102.15,697.4,3103.04,354.65,265,1318,328,725,36.7,45.6,25.5,21.6,27.9,13.6,78.4,72.1,86.4,-1,-4,7,2,1.3,1,4,3,2.6,34,67,33,43,8,11,3,7.1,37,63,26,40.4,3,-4,-7,-2.6,7,7,0,4.5,10,3,-7,1.9,75,79.4,69.8
bohinj,2014,10355.54,7146.94,582.54,2394.39,231.67,1027,4449,763,2659,62.8,62.1,63.7,50,48.8,51.5,50,51.2,48.5,-17,-12,-2,-31,-6,7,17,10,3.3,108,223,115,43.1,6,15,9,2.9,100,211,111,40.8,-8,-12,-4,-2.3,-1,-2,-1,-0.4,-9,-14,-5,-2.7,60.7,65.7,55.2
bohinj,2015,10454.83,7217.55,558.32,2414.92,264.05,968,4418,818,2632,64.7,64.2,65.3,50.2,49.2,51.4,49.8,50.8,48.6,-10,-9,11,-8,-1.6,7,24,17,4.7,104,216,112,41.9,13,35,22,6.8,97,207,110,40.2,-7,-9,-2,-1.7,6,11,5,2.1,-1,2,3,0.4,61.8,66.4,56.9
bohinj,2016,10859.23,7647.28,569.92,2405.02,237,930,4399,844,2625,66.3,65.7,67,51.1,51.2,51.1,48.9,48.8,48.9,-20,9,23,12,2.3,7,10,3,2,86,198,112,38.6,18,33,15,6.4,97,207,110,40.4,11,9,-2,1.8,11,23,12,4.5,22,32,10,6.2,62.4,66.1,58.3
bohinj,2017,11302.98,8082.94,549.13,2395.87,275.04,895,4413,894,2624,67.5,66.9,68.2,51.7,51,52.5,48.3,49,47.5,-11,-33,17,-27,-5.3,11,17,6,3.3,99,232,133,45.2,20,34,14,6.6,95,199,104,38.7,-4,-33,-29,-6.4,9,17,8,3.3,5,-16,-21,-3.1,65.9,70.4,60.9
bohinj,2018,12113.57,8594.51,z,2488.18,z,869,4381,911,2601,67.9,67.8,68.1,52.5,52.8,52.2,47.5,47.2,47.8,-27,-11,16,-22,-4.3,15,31,16,6.1,99,195,96,38.2,25,47,22,9.2,82,184,102,36.1,-17,-11,6,-2.2,10,16,6,3.1,-7,5,12,1,69,73.7,63.8
bohinj,2019,12994.05,9255.36,z,2530.95,z,820,4374,939,2615,67.8,67.2,68.5,52.2,51.8,52.7,47.8,48.2,47.3,-33,36,36,39,7.6,9,16,7,3.1,65,145,80,28.3,32,52,20,10.2,89,181,92,35.4,24,36,12,7,23,36,13,7,47,72,25,14.1,70.7,74.9,66.1
bohinj,2020,13661.74,9896.05,z,2644.8,z,815,4409,965,2629,60.8,61.9,59.7,46.4,47.3,45.4,53.6,52.7,54.6,-34,394,64,424,79.1,15,22,7,4.1,178,348,170,64.9,45,86,41,16,377,742,365,138.4,199,394,195,73.5,30,64,34,11.9,229,458,229,85.4,69.6,72.1,66.7
bohinj,2021,15073.76,11192.85,643.56,2803.75,433.6,818,4768,1198,2752,61.9,62.7,60.9,45.2,46.2,44.2,54.8,53.8,55.8,-21,119,-1,97,16.8,21,27,6,4.7,181,359,178,62.2,15,26,11,4.5,242,478,236,82.8,61,119,58,20.6,-6,-1,5,-0.2,55,118,63,20.4,73.5,75.5,71.2
bohinj,2022,15627.17,11277.45,699.26,3058.05,592.41,779,4840,1301,2760,65.9,66,65.8,49.1,50,48,50.9,50,52,-12,-304,74,-242,-43.9,37,59,22,10.7,275,585,310,106.2,56,133,77,24.1,142,281,139,51,-133,-304,-171,-55.2,19,74,55,13.4,-114,-230,-116,-41.7,72.8,75.8,69.5
bohinj,2023,17024.8,12351.32,722.28,3328.71,622.5,807,4631,1160,2664,71.3,70.1,72.7,53.2,52.9,53.5,46.8,47.1,46.5,-8,-173,11,-170,-32.3,28,66,38,12.6,219,427,208,81.2,36,77,41,14.6,125,254,129,48.3,-94,-173,-79,-32.9,8,11,3,2.1,-86,-162,-76,-30.8,70.4,73,67.5
borovnica,2014,10744.57,7906.11,612.66,1934.23,291.57,918,3480,654,1908,35.3,40.8,29.2,15.8,18.1,13.3,84.2,81.9,86.7,28,64,7,99,23.5,8,14,6,3.3,104,207,103,49.2,13,21,8,5,136,271,135,64.4,32,64,32,15.2,5,7,2,1.7,37,71,34,16.9,58.4,61.6,55.1
borovnica,2015,10874.92,8032.01,607.26,1969.63,266.01,894,3544,696,1954,37.6,44.5,29.8,16.2,18.6,13.4,83.8,81.4,86.6,41,-9,-7,25,5.8,16,23,7,5.4,89,202,113,47.2,9,16,7,3.7,93,193,100,45.1,4,-9,-13,-2.1,-7,-7,0,-1.6,-3,-16,-13,-3.7,58.7,61.4,55.9
borovnica,2016,11250.31,8324.77,650.33,1989.82,285.4,857,3554,733,1964,35.9,41.7,29.4,15.5,18,12.7,84.5,82,87.3,32,92,-24,100,23.3,22,35,13,8.1,119,214,95,49.8,8,11,3,2.6,168,306,138,71.2,49,92,43,21.4,-14,-24,-10,-5.6,35,68,33,15.8,60.3,63.2,57.3
borovnica,2017,11631.81,8753.3,627.24,2012.12,239.16,833,3608,806,1969,38.4,43,33.3,15.3,17.9,12.4,84.7,82.1,87.6,25,29,-17,37,8.4,25,38,13,8.6,100,212,112,48.1,13,21,8,4.8,128,241,113,54.7,28,29,1,6.6,-12,-17,-5,-3.9,16,12,-4,2.7,62.9,66.2,59.4
borovnica,2018,12233.34,9271.0,669.44,2055.58,237.32,810,3611,847,1954,39.6,47.2,31.2,16.1,19.6,12.1,83.9,80.4,87.9,26,35,11,72,16.3,16,22,6,5,104,206,102,46.6,19,33,14,7.5,128,241,113,54.5,24,35,11,7.9,3,11,8,2.5,27,46,19,10.4,66.3,69.4,63.1
borovnica,2019,12983.08,9893.31,714.06,2110.55,265.16,794,3661,866,2001,39.6,46.6,31.7,16.2,20.6,11.3,83.8,79.4,88.7,24,38,33,95,20.9,14,28,14,6.2,91,168,77,36.9,45,61,16,13.4,108,206,98,45.3,17,38,21,8.4,31,33,2,7.3,48,71,23,15.6,67.3,70.5,63.9
borovnica,2020,13328.91,10188.74,730.12,2217.4,192.66,819,3733,885,2029,38.9,46.2,30.4,16.3,19.4,12.7,83.7,80.6,87.3,35,5,49,89,19.2,14,25,11,5.4,131,245,114,53,57,74,17,16,129,250,121,54.1,-2,5,7,1.1,43,49,6,10.6,41,54,13,11.7,68,71,64.8
borovnica,2021,14420.68,11105.77,709.55,2358.11,247.24,832,3800,926,2042,43,53.2,31.2,17.6,21,13.5,82.4,79,86.5,3,-41,5,-33,-7.1,32,43,11,9.3,107,206,99,44.4,24,48,24,10.4,93,165,72,35.6,-14,-41,-27,-8.8,-8,5,13,1.1,-22,-36,-14,-7.8,69.2,72.4,65.7
borovnica,2022,15636.98,12037.78,699.83,2554.95,344.42,799,3773,942,2032,42.3,52.1,30.4,17.4,21.2,12.8,82.6,78.8,87.2,3,-2,54,55,11.9,25,31,6,6.7,121,242,121,52.4,56,85,29,18.4,127,240,113,52,6,-2,-8,-0.4,31,54,23,11.7,37,52,15,11.3,71.8,75.9,67.5
borovnica,2023,17401.13,13473.48,764.08,2719.97,443.6,811,3827,974,2042,41.6,50.4,31.1,17.8,21.3,13.5,82.2,78.7,86.5,15,-10,35,40,8.5,33,49,16,10.4,93,168,75,35.7,58,84,26,17.8,83,158,75,33.6,-10,-10,0,-2.1,25,35,10,7.4,15,25,10,5.3,71.5,75.2,67.5
bovec,2014,9468.28,6339.48,477.14,2363.01,288.66,941,2774,436,1397,88.9,90.5,86.9,66.3,64.2,68.9,33.7,35.8,31.1,-12,-3,2,-13,-4.1,13,21,8,6.7,92,164,72,52.2,12,23,11,7.3,84,161,77,51.3,-8,-3,5,-1,-1,2,3,0.6,-9,-1,8,-0.3,56.5,60.7,51.8
bovec,2015,9634.35,6516.08,457.05,2403.81,257.4,901,2750,454,1395,90.2,93.7,85.8,67.3,66.3,68.6,32.7,33.7,31.4,-7,-7,4,-10,-3.2,11,18,7,5.8,65,142,77,45.4,14,22,8,7,59,135,76,43.1,-6,-7,-1,-2.2,3,4,1,1.3,-3,-3,0,-1,57.3,60.9,53.3
bovec,2016,10101.03,6910.76,447.33,2476.29,266.64,875,2752,474,1403,93.9,98.2,88.9,68.8,67.8,69.9,31.2,32.2,30.1,-14,-29,1,-42,-13.6,14,21,7,6.8,68,153,85,49.4,13,22,9,7.1,52,124,72,40,-16,-29,-13,-9.4,-1,1,2,0.3,-17,-28,-11,-9,59.3,62.6,55.6
bovec,2017,10707.53,7500.68,458.46,2511.77,236.61,831,2708,506,1371,95.7,99.5,91.3,68.8,67.7,69.9,31.2,32.3,30.1,-24,-2,-3,-29,-9.5,13,25,12,8.2,75,155,80,50.6,14,22,8,7.2,79,153,74,49.9,4,-2,-6,-0.7,1,-3,-4,-1,5,-5,-10,-1.6,62.9,66,59.5
bovec,2018,11129.44,7790.46,468.8,2580.72,289.46,807,2707,505,1395,95.2,100.2,89.4,68.5,68.7,68.2,31.5,31.3,31.8,-14,-19,32,-1,-0.3,6,8,2,2.6,72,134,62,43.9,29,40,11,13.1,57,115,58,37.7,-15,-19,-4,-6.2,23,32,9,10.5,8,13,5,4.3,66.6,70,63
bovec,2019,11688.49,8307.1,z,2631.86,z,786,2697,537,1374,96.5,100.1,92,67.2,66.9,67.6,32.8,33.1,32.4,-12,14,23,25,8.1,15,27,12,8.8,61,120,59,39,35,50,15,16.3,63,134,71,43.6,2,14,12,4.6,20,23,3,7.5,22,37,15,12,68.7,72.9,64.2
bovec,2020,12662.44,8945.88,543.07,2820.43,353.06,766,2730,563,1401,94.3,99.6,88.1,63.7,63.9,63.5,36.3,36.1,36.5,-13,150,30,167,52.3,14,26,12,8.1,104,205,101,64.2,37,56,19,17.5,187,355,168,111.2,83,150,67,47,23,30,7,9.4,106,180,74,56.4,66.8,70.3,63
bovec,2021,13880.08,9999.91,525.97,3074.12,280.08,763,2877,678,1436,96.7,102.5,90.3,64.3,64.7,64,35.7,35.3,36,-16,-51,0,-67,-20.9,23,34,11,10.6,87,173,86,54,17,34,17,10.6,55,122,67,38.1,-32,-51,-19,-15.9,-6,0,6,0,-38,-51,-13,-15.9,67.2,69.1,65.2
bovec,2022,15235.53,10399.11,z,3372.13,z,744,2835,680,1411,103.8,109.2,97.7,67.3,67.5,67.1,32.7,32.5,32.9,-18,-134,16,-136,-43.8,27,39,12,12.6,162,314,152,101.1,27,55,28,17.7,98,180,82,57.9,-64,-134,-70,-43.1,0,16,16,5.1,-64,-118,-54,-38,69.1,71.9,66.2
bovec,2023,16275.27,11555.42,560.85,3466.99,692.01,726,2730,613,1391,102.1,106.5,96.8,67.3,68.7,65.7,32.7,31.3,34.3,-4,-18,33,11,3.6,14,30,16,9.8,82,161,79,52.8,35,63,28,20.7,81,143,62,46.9,-1,-18,-17,-5.9,21,33,12,10.8,20,15,-5,4.9,70.4,73.9,66.5
braslovče,2014,11111.42,8191.26,578.76,1993.86,347.54,1225,4586,934,2427,38.1,45,30.1,18.8,22.7,14.4,81.2,77.3,85.6,17,-12,-2,3,0.6,10,18,8,3.3,125,272,147,50,10,16,6,2.9,124,260,136,47.8,-1,-12,-11,-2.2,0,-2,-2,-0.4,-1,-14,-13,-2.6,59.7,64.1,54.9
braslovče,2015,11534.5,8400.45,z,2014.6,z,1183,4580,986,2411,37.9,44.7,30.1,18.5,22,14.7,81.5,78,85.3,14,15,-2,27,4.9,14,20,6,3.7,129,264,135,48.3,11,18,7,3.3,138,279,141,51,9,15,6,2.7,-3,-2,1,-0.4,6,13,7,2.4,60,63.2,56.6
braslovče,2016,11766.13,8774.76,604.62,2033.27,353.48,1166,4597,1031,2400,37.3,44.7,29,18.1,21.9,13.9,81.9,78.1,86.1,31,50,2,83,15,12,19,7,3.4,120,254,134,45.9,14,21,7,3.8,147,304,157,55,27,50,23,9,2,2,0,0.4,29,52,23,9.4,61.7,64.4,58.8
braslovče,2017,12103.02,9143.54,558.99,2084.56,315.93,1133,4652,1128,2391,37,44.2,28.9,17.8,21.6,13.4,82.2,78.4,86.6,4,-26,-9,-31,-5.6,17,27,10,4.9,109,261,152,46.9,10,18,8,3.2,111,235,124,42.2,2,-26,-28,-4.7,-7,-9,-2,-1.6,-5,-35,-30,-6.3,63.6,65.9,61.1
braslovče,2018,13485.2,9833.96,z,2147.85,z,1109,4625,1146,2370,37.6,45.2,28.9,17.5,21.5,12.9,82.5,78.5,87.1,-1,-10,10,-1,-0.2,3,5,2,0.9,125,253,128,45.8,13,15,2,2.7,116,243,127,44,-9,-10,-1,-1.8,10,10,0,1.8,1,0,-1,0,65.9,68.4,63.2
braslovče,2019,14602.82,10473.5,z,2229.98,z,1056,4620,1181,2383,37.8,45.1,29.4,17.5,21,13.4,82.5,79,86.6,19,102,-6,115,20.6,17,24,7,4.3,102,209,107,37.4,13,18,5,3.2,154,311,157,55.7,52,102,50,18.3,-4,-6,-2,-1.1,48,96,48,17.2,67,69.6,64.2
braslovče,2020,14308.56,10885.58,687.68,2409.15,326.16,1040,4709,1234,2435,40,48.8,30.2,17.9,21.7,13.7,82.1,78.3,86.3,-4,-16,35,15,2.7,9,12,3,2.1,167,326,159,57.8,31,47,16,8.3,149,310,161,55,-18,-16,2,-2.8,22,35,13,6.2,4,19,15,3.4,69.3,72,66.3
braslovče,2021,15534.25,11928.27,667.15,2532.15,406.68,1027,4722,1268,2427,42.1,50.1,32.8,18.3,21.8,14.2,81.7,78.2,85.8,-1,25,3,27,4.8,10,17,7,3,104,235,131,41.5,17,20,3,3.5,130,260,130,45.9,26,25,-1,4.4,7,3,-4,0.5,33,28,-5,4.9,70.5,73.1,67.8
braslovče,2022,17094.11,12697.61,z,2774.38,z,1000,4722,1290,2432,43.6,51.7,34.4,18.9,22.8,14.4,81.1,77.2,85.6,-8,28,13,33,5.8,20,28,8,4.9,157,308,151,53.8,25,41,16,7.2,175,336,161,58.7,18,28,10,4.9,5,13,8,2.3,23,41,18,7.2,71.1,73.2,68.9
braslovče,2023,19021.83,14278.31,1147.2,2938.62,657.7,1000,4784,1335,2449,44.4,52.5,35.2,18.3,22,14.1,81.7,78,85.9,3,69,19,91,15.8,18,28,10,4.9,131,249,118,43.2,41,47,6,8.1,187,318,131,55.1,56,69,13,12,23,19,-4,3.3,79,88,9,15.3,71.5,73.3,69.5
brda,2014,10138.17,7205.39,441.13,2138.9,352.74,1550,4944,801,2593,40.1,42,38.1,29.2,30.7,27.6,70.8,69.3,72.4,-12,-14,-17,-43,-7.5,10,30,20,5.3,94,216,122,37.9,10,13,3,2.3,85,202,117,35.4,-9,-14,-5,-2.5,0,-17,-17,-3,-9,-31,-22,-5.4,53.5,55.3,51.5
brda,2015,10287.2,7291.83,455.06,2156.42,383.88,1504,4909,840,2565,40.7,42.6,38.6,28.8,30.2,27.3,71.2,69.8,72.7,-25,22,-3,-6,-1.1,14,23,9,4.1,87,194,107,34.3,8,20,12,3.5,89,216,127,38.2,2,22,20,3.9,-6,-3,3,-0.5,-4,19,23,3.4,56.5,57.1,55.8
brda,2016,10392.25,7549.34,457.81,2201.71,183.38,1450,4911,895,2566,41.6,43.7,39.4,29,30.9,27,71,69.1,73,-36,8,-6,-34,-6,8,16,8,2.8,72,193,121,34.1,8,10,2,1.8,75,201,126,35.5,3,8,5,1.4,0,-6,-6,-1.1,3,2,-1,0.4,58,59,56.9
brda,2017,10885.24,7980.14,479.84,2246.78,178.48,1390,4876,937,2549,40.6,44.2,37,28,30.7,25.2,72,69.3,74.8,-36,25,5,-6,-1.1,13,23,10,4.1,99,220,121,39.1,19,28,9,5,101,245,144,43.6,2,25,23,4.4,6,5,-1,0.9,8,30,22,5.3,60,60.7,59.3
brda,2018,11681.77,8564.51,509.46,2364.13,243.68,1326,4854,982,2546,41.7,45,38.2,28.7,31.6,25.6,71.3,68.4,74.4,-18,-21,18,-21,-3.7,10,18,8,3.2,86,208,122,37.1,20,36,16,6.4,79,187,108,33.3,-7,-21,-14,-3.7,10,18,8,3.2,3,-3,-6,-0.5,62.4,63.1,61.6
brda,2019,12125.8,8861.14,507.98,2477.49,279.19,1256,4821,1001,2564,42.9,46.1,39.3,29.1,31.4,26.6,70.9,68.6,73.4,-19,8,27,16,2.8,9,20,11,3.6,69,152,83,27,35,47,12,8.3,68,160,92,28.4,-1,8,9,1.4,26,27,1,4.8,25,35,10,6.2,64.1,64.9,63.3
brda,2020,12540.02,9065.8,577.63,2647.36,249.23,1223,4812,1019,2570,43,46,39.9,28,30.2,25.6,72,69.8,74.4,-33,44,14,25,4.5,17,27,10,4.8,110,236,126,42,25,41,16,7.3,120,280,160,49.9,10,44,34,7.8,8,14,6,2.5,18,58,40,10.3,66.1,68,64.1
brda,2021,13361.95,9724.17,558.67,2821,258.11,1164,4817,1065,2588,43.5,46.4,40.5,28.1,30.3,25.7,71.9,69.7,74.3,-25,31,-14,-8,-1.4,21,38,17,6.7,74,149,75,26.4,10,24,14,4.3,80,180,100,31.9,6,31,25,5.5,-11,-14,-3,-2.5,-5,17,22,3,67.5,69.7,65.2
brda,2022,14619.98,10428.84,618.79,3117.2,455.15,1124,4799,1099,2576,44.4,45.7,43,29.4,30.8,28,70.6,69.2,72,-40,7,-12,-45,-8,27,45,18,8,109,236,127,42,24,33,9,5.9,99,243,144,43.2,-10,7,17,1.2,-3,-12,-9,-2.1,-13,-5,8,-0.9,68.6,70.6,66.6
brda,2023,16021.69,11704.89,631.22,3297.89,387.69,1097,4771,1115,2559,44.6,46.4,42.7,29.6,31.3,27.8,70.4,68.7,72.2,-51,36,-3,-18,-3.2,27,39,12,7,78,166,88,29.7,20,36,16,6.4,96,202,106,36.2,18,36,18,6.4,-7,-3,4,-0.5,11,33,22,5.9,69.6,71.4,67.8
brezovica,2014,11926.69,8932.47,499.83,2016.99,477.4,2066,9696,2368,5262,51.4,58.7,43.2,23.4,26.6,19.8,76.6,73.4,80.2,-3,108,16,121,10.2,37,61,24,5.2,244,493,249,41.7,43,77,34,6.5,273,601,328,50.8,29,108,79,9.1,6,16,10,1.4,35,124,89,10.5,62.5,66.3,58.6
brezovica,2015,12030.42,9083.73,502.54,2025.91,418.24,2022,9768,2490,5256,52.2,57.8,45.8,23.8,26.7,20.6,76.2,73.3,79.4,16,83,-3,96,8.1,28,62,34,5.2,223,456,233,38.3,39,59,20,4.9,268,539,271,45.2,45,83,38,7,11,-3,-14,-0.3,56,80,24,6.7,63,66.8,59.1
brezovica,2016,12505.04,9523.76,517.55,2002.3,461.43,2011,9849,2593,5245,51.4,56.1,46.1,23.5,25.8,20.7,76.5,74.2,79.3,15,90,10,115,9.6,23,53,30,4.4,259,509,250,42.4,35,63,28,5.2,294,599,305,49.8,35,90,55,7.5,12,10,-2,0.8,47,100,53,8.3,64.8,68.5,61
brezovica,2017,12940.31,9962.56,512.1,2046.9,418.75,1976,9939,2733,5230,57,63.1,50.3,22.5,24.8,19.8,77.5,75.2,80.2,-5,112,-12,95,7.8,52,85,33,7,235,496,261,40.9,46,73,27,6,293,608,315,50.1,58,112,54,9.2,-6,-12,-6,-1,52,100,48,8.2,66.8,70.2,63.4
brezovica,2018,13685.6,10494.97,559.21,2106.23,525.19,1905,10006,2840,5261,60.5,64.7,55.7,23.1,25.6,20.2,76.9,74.4,79.8,18,143,60,221,17.9,32,58,26,4.7,215,421,206,34.2,87,118,31,9.6,276,564,288,45.8,61,143,82,11.6,55,60,5,4.9,116,203,87,16.5,69.5,73.1,65.8
brezovica,2019,14685.26,11147.65,573.98,2147.88,815.75,1874,10191,2949,5368,60,63,56.4,23.1,25.8,20.1,76.9,74.2,79.9,-38,165,122,249,19.9,37,61,24,4.9,233,429,196,34.2,148,183,35,14.6,309,594,285,47.4,76,165,89,13.2,111,122,11,9.7,187,287,100,22.9,70.7,74.2,67
brezovica,2020,14652.37,11258.75,653.28,2306.92,433.41,1858,10437,3007,5572,61.6,63.7,59.2,22.7,25.1,20,77.3,74.9,80,-7,83,45,121,9.5,73,94,21,7.4,379,723,344,56.6,73,139,66,10.9,416,806,390,63.1,37,83,46,6.5,0,45,45,3.5,37,128,91,10,69.9,72.7,66.8
brezovica,2021,15927.37,12350.95,651.72,2423.21,501.49,1826,10499,3129,5544,64.3,67.9,60.1,22.9,24.9,20.6,77.1,75.1,79.4,-18,54,-21,15,1.2,78,112,34,8.7,280,558,278,43.5,48,91,43,7.1,307,612,305,47.7,27,54,27,4.2,-30,-21,9,-1.6,-3,33,36,2.6,71.4,75.5,67.1
brezovica,2022,17559.28,13436.99,677.23,2633.01,812.04,1805,10538,3210,5523,67,70.8,62.7,23.3,25,21.2,76.7,75,78.8,-45,25,31,11,0.9,57,98,41,7.7,364,723,359,56.6,67,129,62,10.1,369,748,379,58.5,5,25,20,2,10,31,21,2.4,15,56,41,4.4,71.9,75.3,68.3
